Funding Agencies	Record Count	% of 1,493
Product And Application Of The Typical Scientific Factors Of The One Three Five Project Of Chinese Academy Of Sciences	1	0.067
Program For Bingwei Excellent Talents In Institute Of Geographic Sciences And Natural Resources Research	1	0.067
Program For Innovation Research And Entrepreneurship Teams In Jiangsu Province	1	0.067
Program For National Key Technology Research And Development	1	0.067
Program For National Nature Science Foundation	1	0.067
Program For State Key Laboratory Of Cryospheric Sciences	1	0.067
Program For The Specialized Research Fund For The Doctoral Program Of Higher Education Of China	1	0.067
Program For The Youth Innovation Promotion Association Of The Chinese Academy Of Sciences	1	0.067
Program For University Natural Sciences Research Project Of Anhui Educational Committee	1	0.067
Program Of High Resolution Images Surveying And Mapping Application System Phase Ii	1	0.067
Program Of International S T Cooperation Of China	1	0.067
Program Of Shanghai Academic Research Leader	1	0.067
Programme Of The Netherlands Earth System Science Centre Nessc	1	0.067
Project Called Monitoring And Prediction Of Marine And Atmospheric Environment Changes In The East Asia Of The Research Institute Of Applied Mechanics Riam Kyushu University	1	0.067
Project Development And Testing Of Target Detection Software Based On Gnss Radiation Source Of The Beihang Jinhua Beidou Application Research Institute	1	0.067
Project For Creative Research From Guangdong Water Resources Department Grant 2019	1	0.067
Project Myocean2	1	0.067
Project Of Comprehensive Evaluation Of Polar Areas On Global And Regional Climate Changes	1	0.067
Project Of Enhancing School With Innovation Of Guangdong Ocean University	1	0.067
Project Of Esa Most Dragon 3 Cooperation Programme	1	0.067
Project Of Innovation Driven Plan Of Central South University	1	0.067
Project Of Major Special Research Projects Of The High Resolution Earth Observation System Civil Part	1	0.067
Project Of Science And Technology Development Of Guangdong Academy Of Sciences	1	0.067
Project Of Shandong Province Higher Educational Science And Technology Program	1	0.067
Project Of Shandong Province Higher Educational Youth Innovation Science And Technology Program	1	0.067
Project Of State Key Laboratory Of Satellite Ocean Environment Dynamics Sio	1	0.067
Project Of State Key Laboratory Of Tropical Oceanography	1	0.067
Project Of The National Basic Research Program Of China	1	0.067
Project Of The State Key Laboratory Of Satellite Ocean Environment Dynamics	1	0.067
Project Of The State Key Laboratory Of Satellite Ocean Environment Dynamics Sio	1	0.067
Project Of Wuhan Science And Technology Bureau	1	0.067
Projects Of Institute Of Marine Industry Technology Of Liaoning Universities	1	0.067
Provincial Science And Technology Innovation Development Project Of China Meteorological Administration	1	0.067
Public Benefic Scientific Research Project Of China	1	0.067
Public Benefit Technique Research And Social Development Key Program Of The Science Technology Department Of Zhejiang Province China	1	0.067
Public Ocean Science And Technology Research Funds	1	0.067
Public Science And Technology Research Funds Of The Ocean	1	0.067
Public Science And Technology Research Funds Projects Of Ocean Of China	1	0.067
Public Science And Technology Research Funds Projects Of Ocean Of State Oceanic Administration People S Republic Of China	1	0.067
Public Science And Technology Research Funds Projects Of Survey China	1	0.067
Public Welfare Project Of Surveying And Mapping Industry	1	0.067
Qian Xuesen Lab Dfh Sat	1	0.067
Qian Xuesen Laboratory Dfh Satalite Company Ltd	1	0.067
Qian Xuesen Laboratory Of Space Technology Cast	1	0.067
Qianren Project	1	0.067
Qingdao National Laboratory For Marine Science And Technology Of China	1	0.067
Qingdao Pilot National Laboratory For Marine Science And Technology	1	0.067
R I Team Support Program	1	0.067
R I Team Support Program And Graduate Innovation Fund Of Sdust China	1	0.067
R I Team Support Program And The Graduate Sci And Tech Innovation Foundation Of Sdust China	1	0.067
R I Team Supporting Program And Graduate Sci Tech Innovation Fund Of Sdust China	1	0.067
Radi Under The Wei Liu S Project	1	0.067
Reef Of The State Bureau Of Surveying And Mapping	1	0.067
Regents Faculty Fellowship	1	0.067
Regional Government Of The Balearic Islands	1	0.067
Research Computing Services Of The University Of Melbourne	1	0.067
Research Grants Of Science And Technology Commission Of Shanghai Municipality	1	0.067
Research Innovation Program For College Graduates Of Jiangsu Province	1	0.067
Research Institute For Sustainable Urban Development Of Hong Kong Polytechnic University	1	0.067
Research Institute Of Sustainable Urban Development Hong Kong Polytechnic University	1	0.067
Research On Satellite Observation Systems And Application Schemes For The Fine And Fast Stereo Monitoring Of Land Space Project By The Innovative Youth Talents Program Mnr	1	0.067
Research Program Of Guangzhou Water Authority	1	0.067
Research Start Up Fund Of Nanjing University Of Information Science And Technology Nuist	1	0.067
Rose Joseph Summers Endowment	1	0.067
Russian Academy Of Sciences	1	0.067
Safea International Partnership Program For Creative Research Teams	1	0.067
Sanya And Cas Cooperation Project	1	0.067
Satellite Surveying And Mapping Application Funds	1	0.067
School Of Environmental Sciences University Of East Anglia	1	0.067
Science And Technology Development Fund Macau Sar	1	0.067
Science And Technology Development Fund Of Macau	1	0.067
Science And Technology Innovation Action Plan Of Shanghai	1	0.067
Science And Technology Program Of Qingdao	1	0.067
Science And Technology Project Of National Administration Of Surveying Mapping And Geo Information Of China	1	0.067
Science And Technology Project Of Zhoushan City China	1	0.067
Science Astrophysics Nasa	1	0.067
Science Fund For Creative Research Groups	1	0.067
Science Technology And Innovation Commission Of Shenzhen Municipality	1	0.067
Science Technology Basic Resources Investigation Program Of China Investigation On Snow Characteristics And Their Distribution In China	1	0.067
Scientific And Technological Innovation Team Of Universities In Henan Province	1	0.067
Scientific And Technological Projects Of Henan Province	1	0.067
Scientific Committee On Oceanic Research Scor Working Group National Scor Committees	1	0.067
Scientific Program Of Guangzhou University	1	0.067
Scientific Research Foundation For Advanced Talents Of Nanyang Normal University	1	0.067
Scientific Research Foundation Of Shandong University Of Science And Technology For Recruited Talents	1	0.067
Scientific Research Foundation Of Third Institude Of Oceanography Ministry Of Nature Resources	1	0.067
Scientific Research Foundation Of Third Institute Of Oceanography Mnr	1	0.067
Scientific Research Fund For Young Teachers	1	0.067
Scientific Research Fund Of The State Key Laboratory Of Satellite Ocean Environment Dynamics Sio	1	0.067
Scientific Research General Program Of Beijing Municipal Commission Of Education	1	0.067
Scientific Research Project Of Chinese Academy Of Sciences	1	0.067
Scientific Research Project Of Liaoning Province Department Of Education	1	0.067
Scientific Research Satellite Engineering Of Civil Space Infrastructure Project	1	0.067
Sdust Graduates Innovation Fund	1	0.067
Sdust Postgraduate Science And Technology Innovation Fund	1	0.067
Second Institute Of Oceanography	1	0.067
Second Institute Of Oceanography State Oceanic Administration	1	0.067
Second Tibetan Plateau Scientific Expedition And Research Program	1	0.067
Second Tibetan Plateau Scientific Expedition And Research Program Step	1	0.067
Second Tibetan Plateau Scientific Expedtion And Research Program Step	1	0.067
Secretaria De Energia Consejo Nacional De Ciencia Y Tecnologia Grant As Part Of The Consorcio De Investigacion Del Golfo De Mexico	1	0.067
Seed Fund For Jinqiao Project Of The Beijing Association For Science And Technology	1	0.067
Shaanxi Key Laboratory Of Land Consolidation Open Fund Program	1	0.067
Shandong Natural Science Foundation Youth Fund Project Of China	1	0.067
Shandong Provincial Key Laboratory Of Water And Soil Conservation And Environmental Protection	1	0.067
Shandong Provincial Key Research And Development Program Major Scientific And Technological Innovation Project	1	0.067
Shandong Provincial Key Research And Development Program Spkrdp	1	0.067
Shandong Provincial Natural Science Foundation Project	1	0.067
Shanghai Astronomical Observatory Chinese Academy Of Sciences	1	0.067
Shanghai Education Development Foundation	1	0.067
Shanghai Government	1	0.067
Shanghai Leading Talent Project	1	0.067
Shanghai Sailing Program	1	0.067
Shanghai Shuguang Plan Project	1	0.067
Shenzhen Government	1	0.067
Shenzhen Government Fund	1	0.067
Shenzhen Investment Holdings Company Limited	1	0.067
Shenzhen Science And Technology Plan Project Of China	1	0.067
Shuguang Program	1	0.067
Shuguang Program Shanghai Education Development Foundation	1	0.067
Sino Australian Research Consortium For Coastal Management Sarccm	1	0.067
Sino German Center For Research Promotion Cdz Project	1	0.067
Sino German Cooperation In Ocean And Polar Research Megacity S Fingerprint In Chinese Marginal Seas Pollutant Fingerprints And Dispersal Transformation Megapol	1	0.067
Sino Norway Collaborative Stressor Project Natural Science Foundation Of China	1	0.067
Sklged Foundation	1	0.067
Slub Tu Dresden	1	0.067
Soa Global Change Air Sea Interaction Project	1	0.067
Soa Key Laboratory For Polar Science	1	0.067
Soclis So269	1	0.067
Soed Young Ocean Star Scholar	1	0.067
Southern Marine Science And Engineering Guangdong Laboratory Guangzhou Fund	1	0.067
Southern Ocean Carbon And Climate Observations And Modeling Project	1	0.067
Southern Ocean Carbon And Climate Observations And Modeling Project Under National Science Foundation	1	0.067
Southern Ocean Dynamics Environmental Satellite Remote Sensing Monitoring And Application Research Team Project	1	0.067
Space Core Technology Development Program From The Korean Ministry Of Education Science And Technology Mest	1	0.067
Space Core Technology Development Program Of The National Research Foundation Of Korea	1	0.067
Special Basic Research Fund For Central Public Research Institutes	1	0.067
Special Fund For Basic Scientific Research Of Central Colleges	1	0.067
Special Fund For Forest Scientific Research In The Public Welfare	1	0.067
Special Fund For High Resolution Image Surveying And Mapping Application System	1	0.067
Special Fund For High Resolution Images Surveying And Mapping Application System Of China	1	0.067
Special Fund For Meteorology Scientific Research In Public Welfare	1	0.067
Special Fund For Meteorology Scientific Research In The Public Welfare Of China	1	0.067
Special Fund For Strategic Pilot Technology Chinese Academy Of Sciences	1	0.067
Special Fund For Surveying Mapping And Geoinformation Scientific Research In The Public Interest	1	0.067
Special Fund For The Ecological Assessment Of Three Gorges Project	1	0.067
Special Fund For The Fundamental Scientific Research	1	0.067
Special Fund For The High Resolution Remote Sensing Surveying	1	0.067
Special Fund Of China Seismic Earthquake Site	1	0.067
Special Fund Of Chinese Central Government For Basic Scientific Research Operations In Commonweal Research Institutes	1	0.067
Special Fund Of Taishan Scholars Project Of Shandong Province China	1	0.067
Special Funded Project Of China Postdoctoral	1	0.067
Special Funds For Marine Commonweal Research	1	0.067
Special Funds Of State Oceanic Administration For Marine Commonweal Research	1	0.067
Special Program Fund Of Shanghai Astronomical Observatory	1	0.067
Special Project For Talent Team Construction By The Henan Academy Of Sciences	1	0.067
Special Project Fund Of Taishan Scholars Of Shandong Province China	1	0.067
Special Project Of Basic Sci And Tech Of China	1	0.067
Special Project Of Basic Science And Technology Of China	1	0.067
Special Project Of China Geological Survey	1	0.067
Special Project Of Science And Technology Basic Work	1	0.067
Special Project Of Science And Technology Basic Work Of Ministry Of Science And Technology Of China	1	0.067
Special Project Of State Oceanic Administration Of Poles Environmental Investigation And Assessment	1	0.067
Special Project Of The National Program On Global Change And Air Sea Interaction	1	0.067
Special Scientific Research Fund Of Public Welfare Surveying And Mapping Profession Of China	1	0.067
Special Scientific Research Funds For Central Non Profit Institutes East China Sea Fisheries Research Institute	1	0.067
Specialized Research Fund For The Doctoral Program Of Higher Education Srfdp	1	0.067
Specialized Scientific Research Project For Public Welfare Industries Meteorology	1	0.067
Sri International	1	0.067
Stanback Postdoctoral Fellowship At Caltech	1	0.067
Startup Foundation For Doctors Of Jilin Jianzhu University	1	0.067
Startup Foundation For Introducing Talent Of Nanjing University Of Information Science Technology	1	0.067
State Administration For Science Technology And Industry For National Defense	1	0.067
State Bureau Of Surveying And Mapping	1	0.067
State Forestry Administration Project	1	0.067
State High Tech Development Plan Of China	1	0.067
State Key Laboratory Breeding Base Of Nuclear Resources And Environment East China Institute Of Technology	1	0.067
State Key Laboratory Of Digital Earth Science Institute Of Remote Sensing And Digital Earth Chinese Academy Of Science	1	0.067
State Key Laboratory Of Estuarine And Coastal Research East China Normal University	1	0.067
State Key Laboratory Of Geodesy And Earth S Dynamics Igg Cas	1	0.067
State Key Laboratory Of Geodesy And Earth S Dynamics Innovation Academy For Precision Measurement Science And Technology	1	0.067
State Key Laboratory Of Geodesy And Earths Dynamics	1	0.067
State Key Laboratory Of Geographic Information Engineering	1	0.067
State Key Laboratory Of Geoinformation Engineering	1	0.067
State Key Laboratory Of Lake Science And Environment Nanjing Institute Of Geography And Limnology Chinese Academy Of Sciences	1	0.067
State Key Laboratory Of Precision Measuring Technology And Instruments Of Tianjin University Shandong Province Wen Hai Plan Project Of The Pilot National Laboratory For Marine Science And Technology Qingdao	1	0.067
State Key Laboratory Of Satellite Ocean Environment Dynamic Open Foundation	1	0.067
State Key Laboratory Of Satellite Ocean Environment Dynamics China	1	0.067
State Key Laboratory Of Satellite Ocean Environment Dynamics Second Institute Of Oceanography Mnr	1	0.067
State Key Laboratory Of Satellite Ocean Environment Dynamics Second Institute Of Oceanography State Oceanic Administration Of China	1	0.067
State Key Laboratory Of Satellite Ocean Environment Dynamics Soed Second Institute Of Oceanography Sio	1	0.067
State Key Laboratory Of Satellite Oceanic Environment And Dynamics Second Institute Of Oceanography Soa China	1	0.067
State Laboratory Of Remote Sensing Science Young Scientists Foundation	1	0.067
State Oceanic Administration China	1	0.067
State Scholarship Fund From The Chinese Scholarship Council	1	0.067
State Special Funds For Research Infrastructure Of China	1	0.067
Stichting Nationale Computerfaciliteiten Ncf	1	0.067
Strategic Pioneering Research Program Of Cas	1	0.067
Strategic Priority Research Of The Chinese Academy Of Science	1	0.067
Strategic Priority Research Program Of Cas	1	0.067
Strategic Priority Research Program Of The Chinese Academy Sciences	1	0.067
Strategic Priority Research Project	1	0.067
Strategic Priority Science And Technology Program Of Chinese Academy Of Sciences	1	0.067
Strategic Science And Technology Program Of Chinese Academy Of Sciences	1	0.067
Strategic Science And Technology Program Of The Chinese Academy Of Sciences	1	0.067
Study On Air Sea Interaction And Process Of Rapidly Intensifying Typhoon In The Northwestern Pacific Ministry Of Oceans And Fisheries Korea	1	0.067
Summer Internship Program For College Student Of The State Ocean Administration Of China	1	0.067
Supporting Project Of The Youth Marine Science Foundation Of East China Sea Branch Of State Oceanic Administration	1	0.067
Surface Water And Ocean Topography Canada Swot C Program Canadian Space Agency	1	0.067
Surveying And Mapping Basic Research Program Of National Administration Of Surveying Mapping And Geoinformation	1	0.067
Surveying And Mapping Foundation Research Fund Program	1	0.067
Surveying And Mapping Foundation Research Fund Program Of The State Bureau Of Surveying And Mapping	1	0.067
Surveying Mapping And Geoinformation Of Jiangsu Province	1	0.067
Swedish Research Council	1	0.067
Taishan Scholar Program	1	0.067
Taiwan Ministry Of Science And Technology Grant	1	0.067
Taiwan S Foundation For The Advancement Of Outstanding Scholarship	1	0.067
Technical University Of Munich Tum	1	0.067
Technologiestichting Stw	1	0.067
Technology Program Of The Ministry Of Economic Affairs	1	0.067
Ten Thousand Talent Program	1	0.067
Terrestrial Ecosystem Research Network	1	0.067
Tertiary Trust Fund Tetfund Nigeria	1	0.067
The British Council In India	1	0.067
Tokyo University Of Marine Science And Technology	1	0.067
Training Project For Young Teachers In Shanghai Colleges And Universities	1	0.067
Turbulence Superstructures Priority Program Of The German National Science Foundation Dfg	1	0.067
Turkiye Bilimsel Ve Teknolojik Arastirma Kurumu Tubitak	1	0.067
U S Air Force	1	0.067
U S Geological Survey Cooperative Water And Groundwater Resources Programs	1	0.067
U S Nsf Antarctic Program	1	0.067
Ucas Joint Phd Training Program	1	0.067
Uh New Faculty Program	1	0.067
Uh S New Faculty Award	1	0.067
Uit	1	0.067
Unesco Ioc Westpac Project Response Of Marine Hazards To Climate Change In The Western Pacific	1	0.067
United States Department Of Energy Doe	1	0.067
United States Geological Survey	1	0.067
United States National Oceanic And Atmospheric Administration National Environmental Satellite Data And Information Service	1	0.067
United States Of America National Oceanic	1	0.067
United States Of America National Science Foundation	1	0.067
University Natural Sciences Research Project Of The Anhui Educational Committee	1	0.067
University Of Cincinnati Graduate School Dean S Fellowship	1	0.067
University Of Houston	1	0.067
University Of North Texas Unt	1	0.067
University Of North Texas Unt Research Opportunity Program Rop Grant	1	0.067
University Of Siegen	1	0.067
University Of The Chinese Academy Of Sciences Beijing China	1	0.067
University Of Wisconsin Madison	1	0.067
Us State Department	1	0.067
Vilas Associate Award	1	0.067
Weact Project	1	0.067
Weather And Climate Science For Service Partnership For Southeast Asia As Part Of The Newton Fund	1	0.067
Wenhai Program	1	0.067
Western Pacific Ocean System Structure Dynamics And Consequences Project Of The Chinese Academy Of Sciences Wpos	1	0.067
Whoi	1	0.067
Whoi Academics Office	1	0.067
Whoi S Coastal Ocean Institute	1	0.067
Woods Hole Oceanographic Institution	1	0.067
Wuhan Science And Technology Bureau	1	0.067
Yangtze River Scholar Bonus Schemes	1	0.067
Young Foundation Of Beijing Academy Of Agriculture And Forestry Sciences	1	0.067
Young Talents Of State Key Laboratory Of Remote Sensing Science	1	0.067
Young Teachers Scientific Research Fund	1	0.067
Young Top Notch Talents Team Program Of Beijing Excellent Talents Funding	1	0.067
Youth Innovation Promotion Association	1	0.067
Youth Innovation Promotion Association Chinese Academy Of Sciences	1	0.067
Youth Innovation Promotion Association Of The Chinese Academy Of Sciences	1	0.067
Youth Marine Science Fund	1	0.067
Youth Science And Technology Star Project Of Dalian	1	0.067
Yunnan Province Talent Training Program	1	0.067
Zhejiang Sea Grant	1	0.067
376 record(s) (25.184%) do not contain data in the field being analyzed
