Publication Titles	Record Count	% of 8,505
ANNALS OF GLACIOLOGY VOL 36	1	0.012
ANNALS OF GLACIOLOGY VOL 44 2006	1	0.012
ANNALS OF GLACIOLOGY VOL 48	1	0.012
ANNALS OF TELECOMMUNICATIONS ANNALES DES TELECOMMUNICATIONS	1	0.012
ANNUAL REVIEW OF FLUID MECHANICS	1	0.012
ANNUAL REVIEW OF MARINE SCIENCE VOL 5	1	0.012
ANNUAL REVIEW OF MARINE SCIENCE VOL 8	1	0.012
ANNUAL REVIEW OF MARINE SCIENCE VOL 9	1	0.012
ANNUAL REVIEWS IN CONTROL	1	0.012
ANTARCTICA CONTRIBUTIONS TO GLOBAL EARTH SCIENCES	1	0.012
ANTARTIC SUBGLACIAL AQUATIC ENVIRONMENTS	1	0.012
AOPC 2015 ADVANCES IN LASER TECHNOLOGY AND APPLICATIONS	1	0.012
APPLICATION OF GEOGRAPHIC INFORMATION SYSTEMS AND REMOTE SENSING IN RIVER STUDIES	1	0.012
APPLICATIONS WITH WEATHER SATELLITES II	1	0.012
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH	1	0.012
APPLIED ENGINEERING IN AGRICULTURE	1	0.012
APPLIED MATHEMATICAL MODELLING	1	0.012
APPLIED MATHEMATICS AND COMPUTATION	1	0.012
APPLIED UNCERTAINTY ANALYSIS FOR FLOOD RISK MANAGEMENT	1	0.012
AQUATIC GEOCHEMISTRY	1	0.012
ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING	1	0.012
ARCHAEOLOGICAL PROSPECTION	1	0.012
ARCTIC	1	0.012
ARTIFICIAL INTELLIGENCE AND COMPUTATIONAL INTELLIGENCE PT III	1	0.012
ASSIMILATION OF REMOTE SENSING AND IN SITU DATA IN MODERN NUMERICAL WEATHER AND ENVIRONMENTAL PREDICTION MODELS	1	0.012
ASTRODYNAMICS 1997	1	0.012
ASTRODYNAMICS 2001 PTS I III	1	0.012
ASTRODYNAMICS 2005 VOL 123 PTS 1 3	1	0.012
ASTRODYNAMICS 2018 PTS I IV	1	0.012
ASTRONOMICAL SOCIETY OF THE PACIFIC CONFERENCE SERIES	1	0.012
ASTRONOMY REPORTS	1	0.012
ASTROPHYSICAL JOURNAL	1	0.012
ASTROPHYSICS AND SPACE SCIENCE LIBRARY	1	0.012
ATMOSFERA	1	0.012
ATMOSPHERE KOREA	1	0.012
ATMOSPHERIC RESEARCH	1	0.012
ATMOSPHERIC SCIENCE LETTERS	1	0.012
ATOMWIRTSCHAFT ATOMTECHNIK	1	0.012
AUSTRALIAN GEOGRAPHER	1	0.012
AUSTRALIAN JOURNAL OF MARINE AND FRESHWATER RESEARCH	1	0.012
AUSTRALIAN METEOROLOGICAL MAGAZINE	1	0.012
BEST PRACTICE FOR DISASTER MITIGATION USING GEOSCIENCE ELECTRONIC AND REMOTE SENSING	1	0.012
BIG EARTH DATA	1	0.012
BIOPHOTONICS AUSTRALASIA 2019	1	0.012
BOLLETTINO DELLA SOCIETA GEOLOGICA ITALIANA	1	0.012
BOREAL ENVIRONMENT RESEARCH	1	0.012
BRAZILIAN JOURNAL OF OCEANOGRAPHY	1	0.012
BRODOGRADNJA	1	0.012
BULLETIN DES CENTRES DE RECHERCHES EXPLORATION PRODUCTION ELF AQUITAINE	1	0.012
BULLETIN OF MARINE SCIENCE	1	0.012
CANADIAN JOURNAL OF FOREST RESEARCH	1	0.012
CARBON MANAGEMENT	1	0.012
CATENA	1	0.012
CEAS SPACE JOURNAL	1	0.012
CEOS SAR WORKSHOP	1	0.012
CHALLENGES FOR DIADROMOUS FISHES IN A DYNAMIC GLOBAL ENVIRONMENT	1	0.012
CHANGES IN FLOOD RISK AND PERCEPTION IN CATCHMENTS AND CITIES	1	0.012
CHAOS COMPLEXITY AND TRANSPORT	1	0.012
CHEMICAL GEOLOGY	1	0.012
CHINA SATELLITE NAVIGATION CONFERENCE CSNC 2015 PROCEEDINGS VOL I	1	0.012
CHINA SATELLITE NAVIGATION CONFERENCE CSNC 2016 PROCEEDINGS VOL III	1	0.012
CHINA SATELLITE NAVIGATION CONFERENCE CSNC 2018 PROCEEDINGS VOL III	1	0.012
CHINA SATELLITE NAVIGATION CONFERENCE CSNC 2019 PROCEEDINGS VOL I	1	0.012
CHINESE ASTRONOMY AND ASTROPHYSICS	1	0.012
CHINESE CONTROL CONFERENCE	1	0.012
CHINESE GEOGRAPHICAL SCIENCE	1	0.012
CHINESE JOURNAL OF AERONAUTICS	1	0.012
CHINESE JOURNAL OF ASTRONOMY AND ASTROPHYSICS	1	0.012
CHINESE OPTICS	1	0.012
CHINESE SPACE SCIENCE AND TECHNOLOGY	1	0.012
CIENCIAS MARINAS	1	0.012
CLIMATE CHANGE 2013 THE PHYSICAL SCIENCE BASIS	1	0.012
CLIMATE CHANGE CAUSES RISKS CONSEQUENCES PROBLEMS OF ADAPTATION AND MANAGEMENT	1	0.012
CLIMATE GLOBAL CHANGE AND LOCAL ADAPTATION	1	0.012
CLIMATE OF THE MEDITERRANEAN REGION FROM THE PAST TO THE FUTURE	1	0.012
COASTAL ENGINEERING 2004 VOLS 1 4	1	0.012
COGENT ENGINEERING	1	0.012
COMMUNICATIONS EARTH ENVIRONMENT	1	0.012
COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE	1	0.012
COMPONENTS AND PACKAGING FOR LASER SYSTEMS	1	0.012
COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES	1	0.012
COMPUTATIONAL SCIENCE AND ITS APPLICATIONS ICCSA 2008 PT 2 PROCEEDINGS	1	0.012
COMPUTATIONAL SCIENCE AND ITS APPLICATIONS ICCSA 2017 PT IV	1	0.012
COMPUTATIONAL SCIENCE AND ITS APPLICATIONS ICCSA 2021 PT IX	1	0.012
COMPUTATIONAL SUSTAINABILITY	1	0.012
COMPUTERS FLUIDS	1	0.012
CONFERENCE PROCEEDINGS OF 2013 ASIA PACIFIC CONFERENCE ON SYNTHETIC APERTURE RADAR APSAR	1	0.012
CONTEMPORARY PROBLEMS OF ECOLOGY	1	0.012
CONTRIBUTIONS TO GEOPHYSICS AND GEODESY	1	0.012
CPGPS 2009 GLOBAL NAVIGATION SATELLITE SYSTEM TECHNOLOGY INNOVATION AND APPLICATION PROCEEDINGS	1	0.012
CRABS IN COLD WATER REGIONS BIOLOGY MANAGEMENT AND ECONOMICS	1	0.012
CUBESATS AND NANOSATS FOR REMOTE SENSING II	1	0.012
CUBESATS AND SMALLSATS FOR REMOTE SENSING III	1	0.012
DETECTORS AND IMAGING DEVICES INFRARED FOCAL PLANE SINGLE PHOTON	1	0.012
EARTH OBSERVING MISSIONS AND SENSORS DEVELOPMENT IMPLEMENTATION AND CHARACTERIZATION	1	0.012
EARTH OBSERVING MISSIONS AND SENSORS DEVELOPMENT IMPLEMENTATION AND CHARACTERIZATION II	1	0.012
EARTH OBSERVING SYSTEMS XV	1	0.012
EARTH OBSERVING SYSTEMS XX	1	0.012
EARTH OBSERVING SYSTEMS XXI	1	0.012
EARTH OBSERVING SYSTEMS XXII	1	0.012
EARTH OBSERVING SYSTEMS XXIII	1	0.012
EARTH RESOURCES AND ENVIRONMENTAL REMOTE SENSING GIS APPLICATIONS VII	1	0.012
EARTH S ATMOSPHERE OCEAN AND SURFACE STUDIES	1	0.012
EARTH SCIENCES HISTORY	1	0.012
EARTH SCIENCES RESEARCH JOURNAL	1	0.012
EARTH SURFACE DYNAMICS	1	0.012
EARTH SURFACE REMOTE SENSING II	1	0.012
EARTH SYSTEMS AND ENVIRONMENT	1	0.012
ECOHYDROLOGY	1	0.012
ECOLOGY	1	0.012
EDULEARN PROCEEDINGS	1	0.012
EDULEARN16 8TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES	1	0.012
EIGHTH INTERNATIONAL CONFERENCE ON REMOTE SENSING AND GEOINFORMATION OF THE ENVIRONMENT RSCY2020	1	0.012
ELECTRO OPTICAL REMOTE SENSING XIV	1	0.012
ELECTRONICS AND COMMUNICATIONS IN JAPAN PART II ELECTRONICS	1	0.012
ELECTRONICS COMMUNICATION ENGINEERING JOURNAL	1	0.012
ELSEVIER INSIGHTS	1	0.012
ENCYCLOPEDIA OF OCEAN SCIENCES VOL 5 TECHNOLOGY INSTRUMENTATION 3RD EDITION	1	0.012
ENDEAVOUR	1	0.012
ENERGIES	1	0.012
ENERGY	1	0.012
ENERGY ENVIRONMENT	1	0.012
ENGENHARIA AGRICOLA	1	0.012
ENGINEERING	1	0.012
ENVIRONMENT INTERNATIONAL	1	0.012
ENVIRONMENTAL AND ECOLOGICAL STATISTICS	1	0.012
ENVIRONMENTAL DEVELOPMENT	1	0.012
ENVIRONMENTAL MANAGEMENT	1	0.012
ENVIRONMENTAL PROBLEMS IN COASTAL REGIONS VI INCLUDING OIL SPILL STUDIES	1	0.012
ENVIRONMENTAL PROBLEMS OF CENTRAL ASIA AND THEIR ECONOMIC SOCIAL AND SECURITY IMPACTS	1	0.012
ENVIRONMENTAL RESEARCH	1	0.012
ENVIRONMENTAL SCIENCE ENGINEERING AND TECHNOLOGY	1	0.012
EPL	1	0.012
EPLWW3S 2011 2011 INTERNATIONAL CONFERENCE ON ECOLOGICAL PROTECTION OF LAKES WETLANDS WATERSHED AND APPLICATION OF 3S TECHNOLOGY VOL 1	1	0.012
EPLWW3S 2011 2011 INTERNATIONAL CONFERENCE ON ECOLOGICAL PROTECTION OF LAKES WETLANDS WATERSHED AND APPLICATION OF 3S TECHNOLOGY VOL 2	1	0.012
ERCA 9 FROM THE GLOBAL MERCURY CYCLE TO THE DISCOVERIES OF KUIPER BELT OBJECTS	1	0.012
ERCA FROM THE HUMAN DIMENSIONS OF GLOBAL ENVIRONMENTAL CHANGE TO THE OBSERVATION OF THE EARTH FROM SPACE VOL 8	1	0.012
ESAIM MATHEMATICAL MODELLING AND NUMERICAL ANALYSIS MODELISATION MATHEMATIQUE ET ANALYSE NUMERIQUE	1	0.012
EURO ASIAN SPACE WEEK CO OPERATION IN SPACE	1	0.012
EUROPEAN MICROWAVE CONFERENCE	1	0.012
EUROPEAN RADAR CONFERENCE EURAD	1	0.012
EUROPEAN SIGNAL PROCESSING CONFERENCE	1	0.012
EUSAR PROCEEDINGS	1	0.012
EXPLORATION OF SUBSURFACE ANTARCTICA UNCOVERING PAST CHANGES AND MODERN PROCESSES	1	0.012
FIBER LASERS IX TECHNOLOGY SYSTEMS AND APPLICATIONS	1	0.012
FISHERIES RESEARCH	1	0.012
FISHERY BULLETIN	1	0.012
FOREST ECOLOGY AND MANAGEMENT	1	0.012
FOREST SCIENCE	1	0.012
FORESTS	1	0.012
FOURTH SEMINAR ON NOVEL OPTOELECTRONIC DETECTION TECHNOLOGY AND APPLICATION	1	0.012
FOURTH SYMPOSIUM ON INTEGRATED OBSERVING SYSTEMS	1	0.012
FRESENIUS ENVIRONMENTAL BULLETIN	1	0.012
FRESHWATER BIOLOGY	1	0.012
FRONTIERS IN ENVIRONMENTAL SCIENCE	1	0.012
FRONTIERS IN WATER	1	0.012
GEM INTERNATIONAL JOURNAL ON GEOMATHEMATICS	1	0.012
GENERAL RELATIVITY AND GRAVITATION	1	0.012
GEOCONFERENCE ON WATER RESOURCES FOREST MARINE AND OCEAN ECOSYSTEMS	1	0.012
GEODESY AND CARTOGRAPHY	1	0.012
GEOFISICA INTERNACIONAL	1	0.012
GEOGRAFIA FISICA E DINAMICA QUATERNARIA	1	0.012
GEOINFORMATICS 2006 GEOSPATIAL INFORMATION SCIENCE	1	0.012
GEOLOGICA ACTA	1	0.012
GEOLOGICAL JOURNAL	1	0.012
GEOMATIC SOLUTIONS FOR COASTAL ENVIRONMENTS	1	0.012
GEOPHYSICAL MONOGRAPH SERIES	1	0.012
GEOPHYSICAL PROSPECTING	1	0.012
GEOSCIENCE LETTERS	1	0.012
GEOSS AND NEXT GENERATION SENSORS AND MISSIONS	1	0.012
GEUS BULLETIN	1	0.012
GIS AND SPATIAL ANALYSIS VOL 1AND 2	1	0.012
GIS OSTRAVA 2012 SURFACE MODELS FOR GEOSCIENCES	1	0.012
GROUNDWATER	1	0.012
GUIDANCE AND CONTROL 1999	1	0.012
GUIDANCE AND CONTROL 2004	1	0.012
GUIDANCE AND CONTROL 2005	1	0.012
HANDBOOK OF SATELLITE APPLICATIONS 2ND EDITION	1	0.012
HIGH LATITUDES IN THE INTERNATIONAL REFERENCE IONOSPHERE	1	0.012
HIGH PERFORMANCE COMPUTING IN REMOTE SENSING II	1	0.012
HIGHLIGHTS OF ASTRONOMY VOL 13	1	0.012
HYDRAULICS FOR MARITIME ENGINEERING THEME E PROCEEDINGS	1	0.012
HYDROLOGIC MODELING	1	0.012
HYDROLOGY	1	0.012
IAU SYMPOSIA	1	0.012
IAU SYMPOSIUM PROCEEDINGS SERIES	1	0.012
ICERI PROCEEDINGS	1	0.012
ICY BODIES OF THE SOLAR SYSTEM	1	0.012
IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE	1	0.012
IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS	1	0.012
IEEE CONFERENCE ON DECISION AND CONTROL	1	0.012
IEEE INTERNATIONAL SYMPOSIUM ON SIGNAL PROCESSING AND INFORMATION TECHNOLOGY	1	0.012
IEEE METROLOGY FOR AEROSPACE	1	0.012
IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS	1	0.012
IEEE MTT S INTERNATIONAL MICROWAVE SYMPOSIUM	1	0.012
IEEE MTT S INTERNATIONAL MICROWAVE SYMPOSIUM DIGEST	1	0.012
IEEE NW RUSSIA YOUNG RESEARCHERS IN ELECTRICAL AND ELECTRONIC ENGINEERING CONFERENCE	1	0.012
IEEE PHOTOVOLTAIC SPECIALISTS CONFERENCE	1	0.012
IEEE RADAR CONFERENCE	1	0.012
IEEE SENSORS JOURNAL	1	0.012
IEEE SIGNAL PROCESSING LETTERS	1	0.012
IEEE TRANSACTIONS ON IMAGE PROCESSING	1	0.012
IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL	1	0.012
IEICE TRANSACTIONS ON ELECTRONICS	1	0.012
IET RADAR SONAR AND NAVIGATION	1	0.012
IETE JOURNAL OF RESEARCH	1	0.012
IMAGE AND SIGNAL PROCESSING FOR REMOTE SENSING VIII	1	0.012
IMAGE AND SIGNAL PROCESSING FOR REMOTE SENSING XXV	1	0.012
INDIAN JOURNAL OF PURE APPLIED MATHEMATICS	1	0.012
INDIAN OCEAN BIOGEOCHEMICAL PROCESSES AND ECOLOGICAL VARIABILITY	1	0.012
INFORMATICS GEOINFORMATICS AND REMOTE SENSING CONFERENCE PROCEEDINGS SGEM 2016 VOL II	1	0.012
INFORMATION AND BUSINESS INTELLIGENCE PT I	1	0.012
INSTRUMENTS SCIENCE AND METHODS FOR GEOSPACE AND PLANETARY REMOTE SENSING	1	0.012
INTELLIGENT SCIENCE AND INTELLIGENT DATA ENGINEERING ISCIDE 2011	1	0.012
INTERHEMISPHERIC WATER EXCHANGE IN THE ATLANTIC OCEAN	1	0.012
INTERNATIONAL CONFERENCE ON ADVANCED OPTOELECTRONICS AND LASERS	1	0.012
INTERNATIONAL CONFERENCE ON CLIMATE CHANGE ICCC 2018	1	0.012
INTERNATIONAL CONFERENCE ON ENERGY ENGINEERING AND ENVIRONMENTAL PROTECTION EEEP2016	1	0.012
INTERNATIONAL CONFERENCE ON GEOMATIC GEOSPATIAL TECHNOLOGY GGT 2018 GEOSPATIAL AND DISASTER RISK MANAGEMENT	1	0.012
INTERNATIONAL CONFERENCE ON SPACE INFORMATION TECHNOLOGY 2009	1	0.012
INTERNATIONAL CONFERENCE ON UBIQUITOUS POSITIONING INDOOR NAVIGATION AND LOCATION BASED SERVICES	1	0.012
INTERNATIONAL CONFERENCE RESEARCH COLLABORATION OF ENVIRONMENTAL SCIENCE	1	0.012
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS	1	0.012
INTERNATIONAL JOURNAL OF AERONAUTICAL AND SPACE SCIENCES	1	0.012
INTERNATIONAL JOURNAL OF AEROSPACE ENGINEERING	1	0.012
INTERNATIONAL JOURNAL OF AGRICULTURAL AND BIOLOGICAL ENGINEERING	1	0.012
INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS	1	0.012
INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH	1	0.012
INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH	1	0.012
INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY	1	0.012
INTERNATIONAL JOURNAL OF GLOBAL WARMING	1	0.012
INTERNATIONAL JOURNAL OF GREEN ENERGY	1	0.012
INTERNATIONAL JOURNAL OF MODERN PHYSICS B	1	0.012
INTERNATIONAL JOURNAL OF MODERN PHYSICS D	1	0.012
INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING	1	0.012
INTERNATIONAL SYMPOSIUM ON EARTH HAZARD AND DISASTER MITIGATION ISEDM 2017	1	0.012
INTERNATIONAL SYMPOSIUM ON EARTH OBSERVATION FOR ONE BELT AND ONE ROAD EOBAR	1	0.012
INTERNATIONAL SYMPOSIUM ON PHOTOELECTRONIC DETECTION AND IMAGING 2007 LASER ULTRAVIOLET AND TERAHERTZ TECHNOLOGY	1	0.012
INTERNATIONAL SYMPOSIUM ON PHOTOELECTRONIC DETECTION AND IMAGING 2011 ADVANCES IN IMAGING DETECTORS AND APPLICATIONS	1	0.012
INVERSE PROBLEMS	1	0.012
IRANIAN JOURNAL OF SCIENCE AND TECHNOLOGY TRANSACTION A SCIENCE	1	0.012
IRS 2000 CURRENT PROBLEMS IN ATMOSPHERIC RADIATION	1	0.012
ISME JOURNAL	1	0.012
ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES	1	0.012
ISPRS ANNALS OF THE PHOTOGRAMMETRY REMOTE SENSING AND SPATIAL INFORMATION SCIENCES	1	0.012
ISPRS GEOSPATIAL WEEK 2015	1	0.012
ISPRS ICWG III IVA GI4DM 2019 GEOINFORMATION FOR DISASTER MANAGEMENT	1	0.012
ISPRS INTERNATIONAL JOINT CONFERENCES OF THE 2ND GEOSPATIAL INFORMATION RESEARCH GI RESEARCH 2017 THE 4TH SENSORS AND MODELS IN PHOTOGRAMMETRY AND REMOTE SENSING SMPR 2017 THE 6TH EARTH OBSERVATION OF ENVIRONMENTAL CHANGES EOEC 2017	1	0.012
ISPRS TC V MID TERM SYMPOSIUM GEOSPATIAL TECHNOLOGY PIXEL TO PEOPLE	1	0.012
ISPRS WORKSHOP LASER SCANNING 2011	1	0.012
ISTM 2007 7TH INTERNATIONAL SYMPOSIUM ON TEST AND MEASUREMENT VOLS 1 7 CONFERENCE PROCEEDINGS	1	0.012
IV HOTINE MARUSSI SYMPOSIUM ON MATHEMATICAL GEODESY	1	0.012
IV INTERNATIONAL SCIENTIFIC AND TECHNICAL CONFERENCE MECHANICAL SCIENCE AND TECHNOLOGY UPDATE MSTU 2020	1	0.012
IZVESTIYA AKADEMII NAUK FIZIKA ATMOSFERY I OKEANA	1	0.012
JCPSP JOURNAL OF THE COLLEGE OF PHYSICIANS AND SURGEONS PAKISTAN	1	0.012
JOHN L JUNKINS ASTRODYNAMICS SYMPOSIUM	1	0.012
JOURNAL OF AFRICAN EARTH SCIENCES	1	0.012
JOURNAL OF APPLIED METEOROLOGY	1	0.012
JOURNAL OF ARID LAND	1	0.012
JOURNAL OF ASTRONOMY AND SPACE SCIENCES	1	0.012
JOURNAL OF ATMOSPHERIC AND TERRESTRIAL PHYSICS	1	0.012
JOURNAL OF AUTOMATION AND INFORMATION SCIENCES	1	0.012
JOURNAL OF CHEMICAL EDUCATION	1	0.012
JOURNAL OF EARTH SCIENCE	1	0.012
JOURNAL OF ENGINEERING JOE	1	0.012
JOURNAL OF ENVIRONMENTAL INFORMATICS	1	0.012
JOURNAL OF ENVIRONMENTAL MONITORING	1	0.012
JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY	1	0.012
JOURNAL OF EXPERIMENTAL BOTANY	1	0.012
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY	1	0.012
JOURNAL OF FORESTRY	1	0.012
JOURNAL OF GEOGRAPHY CHIGAKU ZASSHI	1	0.012
JOURNAL OF GEOLOGY	1	0.012
JOURNAL OF GEOPHYSICS ZEITSCHRIFT FUR GEOPHYSIK	1	0.012
JOURNAL OF GEOVISUALIZATION AND SPATIAL ANALYSIS	1	0.012
JOURNAL OF HYDRODYNAMICS	1	0.012
JOURNAL OF HYDROINFORMATICS	1	0.012
JOURNAL OF MARINE SCIENCE AND APPLICATION	1	0.012
JOURNAL OF MODERN OPTICS	1	0.012
JOURNAL OF OPTICAL TECHNOLOGY	1	0.012
JOURNAL OF ORNITHOLOGY	1	0.012
JOURNAL OF PHYSICS A MATHEMATICAL AND THEORETICAL	1	0.012
JOURNAL OF QUANTITATIVE SPECTROSCOPY RADIATIVE TRANSFER	1	0.012
JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY	1	0.012
JOURNAL OF SENSORS	1	0.012
JOURNAL OF SOUTHERN HEMISPHERE EARTH SYSTEMS SCIENCE	1	0.012
JOURNAL OF STRUCTURAL GEOLOGY	1	0.012
JOURNAL OF SYSTEMS ENGINEERING AND ELECTRONICS	1	0.012
JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION	1	0.012
JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS	1	0.012
JOURNAL OF THE GEOLOGICAL SOCIETY	1	0.012
JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA	1	0.012
JOURNAL OF TROPICAL METEOROLOGY	1	0.012
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION	1	0.012
JOURNAL OF VISUALIZATION	1	0.012
JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH	1	0.012
JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING	1	0.012
JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING ASCE	1	0.012
JURNAL ILMU DAN TEKNOLOGI KELAUTAN TROPIS	1	0.012
KERNTECHNIK	1	0.012
LAKE AND RESERVOIR MANAGEMENT	1	0.012
LAND SUBSIDENCE ASSOCIATED HAZARDS AND THE ROLE OF NATURAL RESOURCES DEVELOPMENT	1	0.012
LAND SURFACE AND CRYOSPHERE REMOTE SENSING III	1	0.012
LAND SURFACE CHARACTERIZATION AND REMOTE SENSING OF OCEAN PROCESSES	1	0.012
LAND SURFACE REMOTE SENSING	1	0.012
LAND SURFACE REMOTE SENSING IN CONTINENTAL HYDROLOGY	1	0.012
LASER INDUCED DAMAGE IN OPTICAL MATERIALS 1997 PROCEEDINGS	1	0.012
LASER RADAR TECHNOLOGY AND APPLICATIONS XVIII	1	0.012
LASER RADAR TECHNOLOGY AND APPLICATIONS XXIII	1	0.012
LASER RADAR TECHNOLOGY FOR REMOTE SENSING	1	0.012
LASER TECHNOLOGY FOR DEFENSE AND SECURITY VIII	1	0.012
LASERS CLOCKS AND DRAG FREE CONTROL EXPLORATION OF RELATIVISTIC GRAVITY IN SPACE	1	0.012
LECTURE NOTES IN ARTIFICIAL INTELLIGENCE	1	0.012
LECTURE NOTES IN EARTH SCIENCES LNES	1	0.012
LECTURE NOTES IN ENGINEERING AND COMPUTER SCIENCE	1	0.012
LECTURE NOTES OF THE INSTITUTE FOR COMPUTER SCIENCES SOCIAL INFORMATICS AND TELECOMMUNICATIONS ENGINEERING	1	0.012
LIDAR REMOTE SENSING FOR ENVIRONMENTAL MONITORING VII	1	0.012
LIDAR REMOTE SENSING FOR ENVIRONMENTAL MONITORING VIII	1	0.012
LIDAR REMOTE SENSING FOR ENVIRONMENTAL MONITORING XI	1	0.012
LIDAR TECHNOLOGIES TECHNIQUES AND MEASUREMENTS FOR ATMOSPHERIC REMOTE SENSING X	1	0.012
LIDAR TECHNOLOGIES TECHNIQUES AND MEASUREMENTS FOR ATMOSPHERIC REMOTE SENSING XI	1	0.012
LITHOLOGY AND MINERAL RESOURCES	1	0.012
LOW AND EQUATORIAL LATITUDES IN THE INTERNATIONAL REFERENCE IONOSPHERE IRI	1	0.012
LOWELL WAKEFIELD FISHERIES SYMPOSIA SERIES	1	0.012
MADERA Y BOSQUES	1	0.012
MANAGEMENT INFORMATION SYSTEMS 2004 GIS AND REMOTE SENSING	1	0.012
MANUSCRIPTA GEODAETICA	1	0.012
MAPPING HAZARDOUS TERRAIN USING REMOTE SENSING	1	0.012
MARINE AND PETROLEUM GEOLOGY	1	0.012
MARINE BIOLOGY	1	0.012
MARITIME INDUSTRY OCEAN ENGINEERING AND COASTAL RESOURCES VOLS 1 AND 2	1	0.012
MARITIME TECHNOLOGY AND ENGINEERING VOLS 1 2	1	0.012
MATEC WEB OF CONFERENCES	1	0.012
MATHEMATICAL GEOLOGY	1	0.012
MATHEMATICAL GEOSCIENCES	1	0.012
MATHEMATICAL PARADIGMS OF CLIMATE SCIENCE	1	0.012
MATHEMATICAL PROBLEMS IN ENGINEERING	1	0.012
MEDCOAST 11 VOLS 1 AND 2	1	0.012
MEDICAL BIOLOGICAL ENGINEERING COMPUTING	1	0.012
MEDITERRANEAN CONFERENCE ON CONTROL AND AUTOMATION	1	0.012
MEDITERRANEAN MARINE SCIENCE	1	0.012
METEOROLOGISCHE ZEITSCHRIFT	1	0.012
METROLOGIA	1	0.012
MICROWAVE AND OPTICAL TECHNOLOGY LETTERS	1	0.012
MICROWAVE JOURNAL	1	0.012
MICROWAVE REMOTE SENSING OF LAND SURFACES TECHNIQUES AND METHODS	1	0.012
MICROWAVE REMOTE SENSING OF THE ATMOSPHERE AND ENVIRONMENT V	1	0.012
MIPPR 2013 REMOTE SENSING IMAGE PROCESSING GEOGRAPHIC INFORMATION SYSTEMS AND OTHER APPLICATIONS	1	0.012
MITTEILUNGEN DER OSTERREICHISCHEN GEOGRAPHISCHEN GESELLSCHAFT	1	0.012
MODELING EARTH SYSTEMS AND ENVIRONMENT	1	0.012
MULTITEMPORAL REMOTE SENSING METHODS AND APPLICATIONS	1	0.012
NATO SCIENCE SERIES IV EARTH AND ENVIRONMENTAL SCIENCES	1	0.012
NATO SCIENCE SERIES SUB SERIES I LIFE AND BEHAVIOURAL SCIENCES	1	0.012
NATURE PHOTONICS	1	0.012
NAVIGATION JOURNAL OF THE INSTITUTE OF NAVIGATION	1	0.012
NEC RESEARCH DEVELOPMENT	1	0.012
NETWORKING THE WORLD WITH REMOTE SENSING	1	0.012
NEW ZEALAND JOURNAL OF SCIENCE	1	0.012
NORWEGIAN JOURNAL OF GEOLOGY	1	0.012
NPJ CLIMATE AND ATMOSPHERIC SCIENCE	1	0.012
NUMERICAL ANALYSIS AND APPLIED MATHEMATICS ICNAAM 2012 VOLS A AND B	1	0.012
NUMERICAL MODELLING OF HYDRODYNAMICS FOR WATER RESOURCES	1	0.012
OCEAN CIRCULATION AND EL NINO NEW RESEARCH	1	0.012
OCEAN COMMUNITY CONFERENCE 98 CELEBRATING 1998 INTERNATIONAL YEAR OF THE OCEAN PROCEEDINGS VOLS 1 AND 2	1	0.012
OCEAN REMOTE SENSING AND MONITORING FROM SPACE	1	0.012
OCEAN SENSING AND MONITORING III	1	0.012
OCEAN WAVE DYNAMICS	1	0.012
OCEAN WAVE KINEMATICS DYNAMICS AND LOADS ON STRUCTURES	1	0.012
OCEANOGRAPHY AND MARINE BIOLOGY	1	0.012
OCEANOGRAPHY AND MARINE BIOLOGY VOL 40	1	0.012
OCEANS 2000 MTS IEEE WHERE MARINE SCIENCE AND TECHNOLOGY MEET VOLS 1 3 CONFERENCE PROCEEDINGS	1	0.012
