Funding Agencies	Record Count	% of 94,965
Government Of Newfoundland And Labrador Fisheries And Oceans Canada	1	0.001
Government Of Nizhegorodskaya Province	1	0.001
Government Of Nunavut Department Of Environment Environment And Climate Change Canada	1	0.001
Government Of Nunavut Department Of Environment Fisheries And Sealing Division	1	0.001
Government Of Nwt	1	0.001
Government Of Papua New Guinea	1	0.001
Government Of Portugal	1	0.001
Government Of Quebec Ministere Des Transports Du Quebec	1	0.001
Government Of Quebec Within The Framework Of The Groupe De Travail Quebec Mexique Gtqm	1	0.001
Government Of Republic Yakutia	1	0.001
Government Of Saudi Arabia	1	0.001
Government Of Sevastopol	1	0.001
Government Of Sikkim	1	0.001
Government Of Singapore	1	0.001
Government Of Slovakia Through An Esa Contract Under The Pecs Plan For European Cooperating States	1	0.001
Government Of Slovakia Through An Esa Contract Under The Pecs Plan For European Cooperating States Through The Pecs Contract	1	0.001
Government Of South Australia Department Of State Development	1	0.001
Government Of South Australia Geological Survey Of South Australia	1	0.001
Government Of South Australia S Department For Environment And Water	1	0.001
Government Of South Georgia And South Sandwich Islands	1	0.001
Government Of Spain Department Of Education Culture And Sports Fpu Grant Boe	1	0.001
Government Of The Azores	1	0.001
Government Of The Federal State Of Mecklenburg Western Pommerania Stb Autstat	1	0.001
Government Of The Federated States Of Micronesia	1	0.001
Government Of The Irkutsk Region	1	0.001
Government Of The Northwest Territories Environment And Natural Resources Division	1	0.001
Government Of The Republic Of Cyprus Through The Directorate General For The European Programmes Coordination And Development	1	0.001
Government Of The Republic Of Indonesia	1	0.001
Government Of The Switzerland	1	0.001
Government Of The United States And India Through The Indian Ministry Of Earth Sciences	1	0.001
Government Of The United States And India Through The Us Office Of Naval Research	1	0.001
Government Of The United States Of America Though The National Oceanic And Atmospheric Administration	1	0.001
Government Of The Western Province	1	0.001
Government Of Trinidad And Tobago	1	0.001
Government Of West Bengal	1	0.001
Government Of Western Australia S Indian Ocean Climate Initiative	1	0.001
Government Of Yemen	1	0.001
Government Related Initiatives Program	1	0.001
Government Related Initiatives Program Grip Of Natural Resources Canada Nrcan	1	0.001
Government Research Initiative Program Grip Of The Canada Space Agency	1	0.001
Government Research Initiative Program Of The Canadian Space Agency	1	0.001
Government S Department For International Development Dfid United Kingdom	1	0.001
Governmental Agency From Canada	1	0.001
Governmental Agency From France	1	0.001
Governmental Agency From Iceland	1	0.001
Governmental Agency From Portugal	1	0.001
Governmental Agency From The Netherlands	1	0.001
Governmental Agency From Uk	1	0.001
Governmental Agency From Usa	1	0.001
Governmental General Mission Scholarship	1	0.001
Governmental Research Programme Kliwas Impacts Of Climate Change On Waterways And Navigation Development Of Adaptation Options	1	0.001
Governments Of New Zealand Australia New Caledonia And France	1	0.001
Governor Of Svalbard	1	0.001
Governor S University Research Initiative Guri Of The State Of Texas	1	0.001
Governorate Of Magdalena Colombia	1	0.001
Govt Of India Under Csir	1	0.001
Goyder Institute For Water Research	1	0.001
Gpc	1	0.001
Gpm16 Ieo	1	0.001
Gps	1	0.001
Gqil Laboratory	1	0.001
Graben Team Project Vlir Uos Belgium	1	0.001
Graccie From The Spanish Ministry Micinn	1	0.001
Grace And Grace Follow On Science Team	1	0.001
Grace Follow On Project Jpl	1	0.001
Grace Follow On Science Team	1	0.001
Grace Follow On Science Team Through Nasa	1	0.001
Grace Grace Fo Science Team	1	0.001
Grace Gracefo Science Team	1	0.001
Grace Griswold Fund	1	0.001
Grace Mission	1	0.001
Grace Program	1	0.001
Grace Rl05 Mascon Solutions	1	0.001
Grace Science Team Program	1	0.001
Grade Goethe Graduate Academy Of The Goethe University Frankfurt A M	1	0.001
Grade Of The Goethe University Frankfurt	1	0.001
Grades Qwad Project British Antarctic Survey	1	0.001
Gradients	1	0.001
Graduate Assistance In Areas Of National Need Gaann Fellowship Through The Computational Sciences And Engineering Program At Purdue University	1	0.001
Graduate Assistance In Areas Of National Need Gaann Program From The Department Of Education	1	0.001
Graduate Assistantship From The School Of Geography At The University Of Leeds	1	0.001
Graduate Authority Of The University Of Haifa Scholarship For Excellence In Studies	1	0.001
Graduate Center And College Of Staten Island Of The City University Of New York	1	0.001
Graduate Center Dissertation Fellowship Of The City University Of New York	1	0.001
Graduate College From The University Of Oklahoma	1	0.001
Graduate Education Innovation And Quality Improvement Program Of Henan University	1	0.001
Graduate Education Innovation Program Of Guangdong Ocean University	1	0.001
Graduate Equity Scholarship	1	0.001
Graduate Expansion Fund Gef From The University Of Toronto Mississauga	1	0.001
Graduate Innovation And Development Funding Program Of Shenzhen University	1	0.001
Graduate Innovation Project Of China University Of Petroleum East China	1	0.001
Graduate Innovative Research Fund Of Hunan Province	1	0.001
Graduate Interdisciplinary Program In Arid Lands Resource Sciences	1	0.001
Graduate Program In Cartographic Sciences Of Sao Paulo State University Ppgcc Unesp Higher Education Personnel Improvement Capes	1	0.001
Graduate Program In Cartographic Sciences Of Sao Paulo University Ppgcc Unesp	1	0.001
Graduate Program In Geophysics At The Universidad Nacional De Colombia	1	0.001
Graduate Program In Geophysics Of The Federal University Of Bahia Ufba	1	0.001
Graduate Program In Mineral Resources And Hydrogeology Igc Usp	1	0.001
Graduate Program In Sustainability Science Global Leadership Initiative Gpss Gli Under The Scheme Of Program For Leading Graduate Schools	1	0.001
Graduate Program In Sustainability Science Global Leadership Initiative Graduate School Of Frontier Sciences The University Of Tokyo Chiba Japan	1	0.001
Graduate Program In Sustainability Science Global Leadership Program	1	0.001
Graduate Program Of Physical Oceanography At Centro De Investigacion Cientifica Y De Educacion Superior De Ensenada Cicese	1	0.001
Graduate Program Of The Research Unit Centro De Geociencias Cgeo Universidad Nacional Autonoma De Mexico Unam	1	0.001
Graduate Project Of Wuhan University	1	0.001
Graduate Research And Innovation Projects In Jiangsu Province	1	0.001
Graduate Research And Innovation Projects Of Jiangsu Province And Research Foundation Of Young Teachers Of Hexi University	1	0.001
Graduate Research Fellowship	1	0.001
Graduate Research Innovation And Practice Project Of Anhui Normal University	1	0.001
Graduate Research Scholarship Of The University Of Melbourne	1	0.001
Graduate School At Southern Illinois University Carbondale	1	0.001
Graduate School At University Of Alaska Fairbanks	1	0.001
Graduate School At Uw Madison	1	0.001
Graduate School Essres	1	0.001
Graduate School Faculty	1	0.001
Graduate School Human Development In Landscapes At Kiel University	1	0.001
Graduate School New Brunswick Of Rutgers University	1	0.001
Graduate School Of Arts And Sciences At Yale University	1	0.001
Graduate School Of Duke University	1	0.001
Graduate School Of East China Normal University	1	0.001
Graduate School Of Environmental Science Hokkaido University Sapporo Japan	1	0.001
Graduate School Of Frontier Sciences Of The University Of Tokyo	1	0.001
Graduate School Of Frontier Sciences The University Of Tokyo	1	0.001
Graduate School Of Geosciences Gsgs Of The University Of Cologne	1	0.001
Graduate School Of Mathematics And Applied Sciences Universitas Syiah Kuala Banda Aceh Indonesia	1	0.001
Graduate School Of Ocean And Earth Sciences University Of Southampton European Exchange Programme	1	0.001
Graduate School Of Rutgers University New Brunswick	1	0.001
Graduate School Of The National Oceanography Centre Southampton Gsnocs	1	0.001
Graduate School Of The National Oceanography Centre Southampton Phd Studentship	1	0.001
Graduate School Of Wuhan University	1	0.001
Graduate School Of Yonsei University Research Scholarship Grants In 2017	1	0.001
Graduate School Polmar	1	0.001
Graduate School Prince Of Songkla University	1	0.001
Graduate School Through The International Student Tuition Waivers Award	1	0.001
Graduate School Wake Forest University	1	0.001
Graduate Science And Technology Foundation Of Sdust China	1	0.001
Graduate Student Organisation At The University Of Hawai I	1	0.001
Graduate Student Organization Of The University Of Louisiana At Lafayette	1	0.001
Graduate Student Research And Innovation Program Of Jiangsu Province	1	0.001
Graduate Student Research Award From North Pacific Research Board	1	0.001
Graduate Student Research Innovation Project Of Jiangsu Province General University	1	0.001
Graduate Student Researchers Program	1	0.001
Graduate Student Senate Of Kent State University	1	0.001
Graduate Students Study Abroad Program	1	0.001
Graduate Studies King Abdulaziz University	1	0.001
Graduate Teaching Assistantship From The School Of Geography University Of Leeds	1	0.001
Graduate Thesis Projects Program Of Istanbul Technical University Itu Scientific Research Projects Bap Unit	1	0.001
Graduate University For Advanced Studies	1	0.001
Graduate University For Advanced Studies Through Sokendai Publication Grant	1	0.001
Graduate Women In Science Nell Mondy Fellowship	1	0.001
Graduate Women Of Western Australia Mary Walters Bursary	1	0.001
Graduate Women Wa Inc	1	0.001
Graduation School In Electronics Telecommunications And Automation	1	0.001
Grady White Boats Inc Greenville Nc	1	0.001
Grafcan	1	0.001
Graham Institute Sustainability Fellows Program	1	0.001
Grail Project	1	0.001
Grail Project Through Mit	1	0.001
Grainger Foundation	1	0.001
Gran Gustavsson Research Foundation	1	0.001
Gran Paradiso National Park	1	0.001
Granary Sea In Shandong Province The Research And Development Of The Marine Environmental Information Service System	1	0.001
Grand Agency Of The Czech University Of Life Sciences Project Ciga	1	0.001
Grand Bay National Estuarine Research Reserve	1	0.001
Grand Challenge Initiative At The University Of Colorado Boulder	1	0.001
Grand Challenge Project Of The Indiana University	1	0.001
Grand Challenges Program Of Princeton University	1	0.001
Grand Equipement National De Calcul Intensif Institut Du Developpement Et Des Ressources En Informatique Scientifique Genci Idris	1	0.001
Grand Est	1	0.001
Grand Observatoire Du Pacifique Sud	1	0.001
Grandate Municipality	1	0.001
Grandi Pelagici Project Sicily Region	1	0.001
Granskingarraoio Research Council Faroe Islands	1	0.001
Grant Agency Of Charles University	1	0.001
Grant Agency Of The Slovak Republik	1	0.001
Grant Agency Of The University Of South Bohemia	1	0.001
Grant Barcoding The Cbs Collections	1	0.001
Grant Cambiamenti Climatici In Friuli Venezia Giulia Of The Regione Friuli Venezia Giulia Italy	1	0.001
Grant Cineca Comolf	1	0.001
Grant Cnrs Insu Parisub	1	0.001
Grant Council Of The President Of The Russian Federation	1	0.001
Grant Cybertraining Dse Cross Training Of Researchers In Computing Applied Mathematics And Atmospheric Sciences Using Advanced Cyberin Frastructure Resources From The National Science Foundation	1	0.001
Grant Fcp Kolmogorov	1	0.001
Grant Fcp Minobrnauki Rf Kolmogorov	1	0.001
Grant For Arctic Challenge For Sustainability	1	0.001
Grant For Joint Research Program Of The Institute Of Low Temperature Science Hokkaido University Japan	1	0.001
Grant For Promotion Of Niigata University Research Projects	1	0.001
Grant For Recruitment Of Early Stage Research Staff Fi Dgr 2015 Of The Agaur Generalitat De Catalunya Feder Spain	1	0.001
Grant For The Recruitment Of Early Stage Research Staff Fi Dgr 2018 Of The Agaur Generalitat De Catalunya Feder Spain	1	0.001
Grant From Labex Osug 2020 Investissements D Avenir	1	0.001
Grant From State Key Laboratory Of Resources And Environmental Information System In 2018	1	0.001
Grant From The Scientific Research Fund Of The Second Institute Of Oceanography Soa	1	0.001
Grant Index	1	0.001
Grant Ioda Med Project Innovative Observing And Data Assimilation Systems For Severe Weather Events In The Mediterranean	1	0.001
Grant Mistrals	1	0.001
Grant Mistrals Hymex	1	0.001
Grant Most	1	0.001
Grant Norsee From The Norwegian Research Council	1	0.001
Grant Of Cpu Time From The Norwegian Sigma2 Project	1	0.001
Grant Of Data Storage From The Norwegian Sigma2 Project	1	0.001
Grant Of Fonds Speciaux De Recherche Of Universite Catholique De Louvain	1	0.001
Grant Of Fukushima Prefecture Related To Research And Development In Radiological Sciences	1	0.001
Grant Of Hubei Province Natural Science	1	0.001
Grant Of President Of The Russian Federation	1	0.001
Grant Of The President Of The Russian Federation	1	0.001
Grant Ogreen79 As Part Of The Special Priority Program Spp 1889 Regional Sea Level Change And Society Sealevel	1	0.001
Grant Portio	1	0.001
Grant Programa Propio I Usal	1	0.001
Grant Rnf	1	0.001
Grant Senescyt Epn	1	0.001
Grant Studies On Prediction And Application Of Fish Species Alternation Suprfish From The Research Development Of Agriculture Forestry And Fisheries Research Council	1	0.001
Grant Umnik	1	0.001
Grant Unidad De Excelencia Maria De Maeztu Agencia Estatal De Investigacion Spain	1	0.001
Grant Wave Turbulence The Theory Mathematical Modeling And Experiment Of The Russian Scientific Foundation	1	0.001
Grantham Foundation For Protection Of The Environment	1	0.001
Grantham Institute At Imperial College London	1	0.001
Grantham Institute For Climate Change And The Environment As Part Of The Science And Solution For A Changing Planet Doctoral Training Program	1	0.001
Grantham Institute Of Climate Change And The Environment	1	0.001
Grantham Research Institute On Climate Change And The Environment	1	0.001
Grantholder 30 Position European Commission	1	0.001
Grantholder Cat 30 Position Of The Joint Research Center Of The European Commission	1	0.001
Grants For Advanced Research In Education From Ministry Of Education The People S Republic Of Bangladesh	1	0.001
Grants For Operating Expenses Of Jamstec	1	0.001
Grants For The Development Of World Class Yunnan University	1	0.001
Grants Of China S Hy 2 Satellite Altimeter Mission	1	0.001
Grants Rfbr	1	0.001
Grassle Fellowship And Ocean Venture Fund At The Woods Hole Oceanographic Institution	1	0.001
Gratama Foundation	1	0.001
Gravity And Ocean Circulation In The North Atlantic Gocina	1	0.001
Gravity Recovery And Climate Experiment Science Team Program	1	0.001
Grays Reef National Marine Sanctuary	1	0.001
Graz University	1	0.001
Grc Mervex	1	0.001
Grdc	1	0.001
Great Ape Trust Of Central Iowa	1	0.001
Great Artesian Basin Coordinating Committee	1	0.001
Great Australian Bight Research Program	1	0.001
Great Barrier Reef Foundation Gbrf	1	0.001
Great Barrier Reef Marine Park Authority Gbrmpa	1	0.001
Great Barrier Reef Marine Park Authority Gbrmpa Through Australian Government Australian Institute Of Marine Science	1	0.001
Great Barrier Reef Marine Park Authority Gbrmpa Through Australian Government Caring For Our Country Program	1	0.001
Great Barrier Reef Marine Park Authority Reef Guardians Science Grants	1	0.001
Great Barrier Reef Marine Park Authority Under The Science For Management Award Scheme	1	0.001
Great Bear Petroleum Llc	1	0.001
Great Britain China Educational Trust	1	0.001
Great East Japan Earthquake Reconstruction Project Agriculture Forestry And Fisheries Research Council Affrc Japan	1	0.001
Great Lakes Fishery Commission	1	0.001
Great Lakes Geologic Mapping Coalition Project Part Of The National Cooperative Mapping Program Of The U S Geological Survey	1	0.001
Great Lakes Observing System Glos	1	0.001
Great Lakes Restoration Initiative From The National Oceanic And Atmospheric Administration	1	0.001
Great Lakes Restoration Initiative Through The Great Lakes National Program Office Of The U S Environmental Protection Agency	1	0.001
Great Lakes Restoration Initiative Through The University Of Michigan Cooperative Institute For Great Lakes Research Ciglr	1	0.001
Great Western Research Fund	1	0.001
Great Western Research Gwr	1	0.001
Great Western Research Gwr Fellowship	1	0.001
Greater Nimes Metropole	1	0.001
Greece And The European Union European Social Fund Esf Through The Operational Programme Human Resources Development Education And Lifelong Learning 2014 2020 In The Context Of The Project Model Oceanographic System For The Monitoring Of Kalloni Gulf	1	0.001
Greek Argo Project National Strategic Reference Framework Nsrf	1	0.001
Greek General Secretariat For Research And Technology Under Project Kripis	1	0.001
Greek General Secretariat For Research And Technology Under Project National Programme For The Utilization Of Offshore Wind Potential In The Aegean Sea Preparatory Actions Avra	1	0.001
Greek General Secretariat For Research And Technology Under Project Thalatta	1	0.001
Greek General Secretariat Of Research And Technology Gsrt Iky Siemens 2014 2016	1	0.001
Greek General Secretariat Of Research And Technology Through The Contract Gsrt Iky Siemens 2014 2016	1	0.001
Greek National Funds General Secretariat Of Research And Technology Gsrt	1	0.001
Greek National Funds Through The Operational Program Depin Of The National Strategic Reference Framework Nsrf	1	0.001
Greek National Funds Through The Operational Program Education And Lifelong Learning Of The National Strategic Reference Framework Nsrf Research Funding Program Heracleitus Ii	1	0.001
Greek National Funds Through The Operational Program Education And Lifelong Learning Of The National Strategic Reference Framework Nsrf Research Funding Program Thales Investing In Knowledge Society Through The European Social Fund	1	0.001
Greek National Funds Through The Operational Program Education And Lifelong Learning Of The National Strategic Reference Framework Nsrf Research Funding Program Thales Project Isla	1	0.001
Greek National Funds Through The Operational Program Education And Lifelong Learning Of The National Strategic Reference Framework Nsrf Research Funding Program Thalis Uoa Island Biodiversity And Cultural Evolution Examples From The Eastern Mediterra	1	0.001
Greek National Funds Through The Operational Program Education And Lifelong Learning Of The National Strategic Reference Framework Research Funding Program Heracleitus Ii	1	0.001
Greek National Funds Through The Operational Program Thessaly Mainland Greece And Epirus Of The National Strategic Reference Framework Nsrf	1	0.001
Greek National Project Kripis Integrated Observatories In The Greek Seas Io Nsrf	1	0.001
Greek National Resources Under The Framework Of The Archimedes Iii Funding Of Research Groups In Tei Of Athens Project Of The Education Lifelong Learning Operational Programme	1	0.001
Greek Research And Technology Network Grnet In The National Hpc Facility Aris	1	0.001
Greek Research Infrastructure For Observing The Oceans Greek Argo Project Erdf	1	0.001
Greek Secretariat For Research And Technology In The Frame Of A The 3Rd Community Support Program	1	0.001
Greek Secretariat For Research And Technology In The Frame Of The 3Rd Community Support Program	1	0.001
Greek State Foundation	1	0.001
Greek Turkey Bilateral Cooperation	1	0.001
Green Climate Fund Gcf	1	0.001
Green Foundation At The Institute For Geophysics Scripps Institution Of Oceanography University Of California San Diego	1	0.001
Green Foundation At Ucsd Igpp	1	0.001
Green Foundation Postdoctoral Fellowship In The Institute Of Geophysics And Planetary Physics Scripps Institution Of Oceanography University Of California San Diego	1	0.001
Green Innovation Of Universal Marine Industry Umi	1	0.001
Green Network Of Excellence Environmental Information Grene Ei	1	0.001
Green Network Of Excellence Grene Arctic Climate Change Research Project Of The Ministry Of Education Culture Sports Science And Technology Of The Japanese Government	1	0.001
Green Network Of Excellence Grene Program In The Arctic Climate Change Research Project Of The Ministry Of Education Culture Sports Science And Technology Japan	1	0.001
Green Network Of Excellence Program Arctic Climate Change Research Project Of The Ministry Of Education Culture Sports Science And Technology In Japan	1	0.001
Green Network Of Excellence Program Grene Program	1	0.001
Green Network Of Excellence Program Grene Program Arctic Climate Change Research Project	1	0.001
Greenhouse Gases Programme	1	0.001
Greenhouse Service From The Universidad De Sevilla	1	0.001
Greenland Analogue Project	1	0.001
Greenland Analogue Project Gap By The Nuclear Waste Management Organization In Canada Nwmo	1	0.001
Greenland Analogue Project Gap By The Nuclear Waste Management Organization In Finland Posiva Oy	1	0.001
Greenland Analogue Project Gap By The Nuclear Waste Management Organization In Sweden Svensk Karnbranslehantering Ab	1	0.001
Greenland Analogue Project Gap Sub Project A	1	0.001
Greenland Analogue Project Sub Project A Skb Posiva And Nuclear Waste Management Organization Sweden	1	0.001
Greenland Bureau Of Mineral Resources	1	0.001
Greenland Bureau Of Minerals In Nuuk Greenland	1	0.001
Greenland Climate Research Center	1	0.001
Greenland Climate Research Center Danish Council For Independent Research Natural Sciences	1	0.001
Greenland Climate Research Centre Gcrc In Nuuk Gcrc Project	1	0.001
Greenland Climate Research Centre In Nuuk Greenland	1	0.001
Greenland Department Of Fisheries Hunting And Agriculture	1	0.001
Greenland Department Of The Environment	1	0.001
Greenland Ecosystem Monitoring Programme	1	0.001
Greenland Government	1	0.001
Greenland Institute Of Natural Resource	1	0.001
Greenland Institute Of Natural Resources Ginr	1	0.001
Greenland Institute Of Natural Resources National Environmental Research Institute	1	0.001
Greenland Local Government	1	0.001
Greenlandic Ministry Of Independence Foreign Affairs And Agriculture	1	0.001
Greenlandic Research Council Nis	1	0.001
Greenpeace	1	0.001
Greenpeace Russia	1	0.001
Greensea Venture Inc	1	0.001
Greenwood Aviation At Ponca City Airport	1	0.001
Greg And Donna Jenkins Foundation	1	0.001
Grene Project	1	0.001
Grenoble Alpes University Agir Funding Oldest Ice	1	0.001
Grenoble Inp	1	0.001
Grenoble Research Communities	1	0.001
Grenoble University	1	0.001
Grf	1	0.001
Grf From The Hong Kong Research Grants Council	1	0.001
Grf From The Hongkong Research Grants Council	1	0.001
Grf Grant From The Hong Kong Research Grants Council	1	0.001
Grgs Cnrs	1	0.001
Gri Gisr	1	0.001
Gri Groupement Recherche Et Industry Mediterranee	1	0.001
Gri Marges Volcaniques	1	0.001
Gri Mediterranee Groupement Recherche Et Industrie	1	0.001
Grices	1	0.001
Grices Csic	1	0.001
Grieg Seafood	1	0.001
Grieg Seafoods And Fisheries	1	0.001
Griffith Centre For Coastal Management Gccm	1	0.001
Griffith Climate Change Adaptation Facility	1	0.001
Griffith Geoscience Award	1	0.001
Griffith Geoscience Awards Department Of Communications Energy And Natural Resources Under The National Geoscience Programme 2007 2013 Of Ireland	1	0.001
Griffith Geoscience Awards Department Of Communications Energy And Natural Resources Under The National Geoscience Programme Of Ireland	1	0.001
Griffith Geoscience Research Awards Department Of Communications Energy And Natural Resources Under The National Geoscience Programme Ireland	1	0.001
Griffith Geoscience Research Awards Programme	1	0.001
Griffith School Of Environment	1	0.001
Griffith University Eresearch Service Team	1	0.001
Griffith University Eresearch Services Team	1	0.001
Griffith University International Postgraduate Research School Through The Guiprs Scholarship	1	0.001
Griffith University School Of Engineering And Built Environment	1	0.001
Griote Pays De La Loire	1	0.001
Grip Fund Of The Canadian Space Agency	1	0.001
Grip Program Of The Canadian Space Agency	1	0.001
Grip The Government Research Initiative Program	1	0.001
Grisp Global Rice Science Partnership	1	0.001
Groce Project Greenland Ice Sheet Ocean Interaction	1	0.001
Groningen Institute Of Archaeology University Of Groningen	1	0.001
Grossman Family Foundation Through The Whoi Development Office	1	0.001
Grossman Family Foundation Through The Woods Hole Oceanographic Institution	1	0.001
Grottes De Han Company	1	0.001
Ground System Group Isf	1	0.001
Ground System Group Moc	1	0.001
Ground System Group Pso	1	0.001
Groundwater Geoscience Program	1	0.001
Groundwater Geoscience Program Of The Geological Survey Of Canada Groundwater Accounting Project	1	0.001
Groundwater Geoscience Program Of The Geological Survey Of Canada National Aquifer	1	0.001
Groundwater Global Palaeo Climate Signals G Gps Program Under Award Igcp	1	0.001
Groundwater Global Palaeo Climate Signals G Gps Program Under Award Inqua Terpro Ifg	1	0.001
Groundwater Global Palaeoclimate Signals G Gps Program	1	0.001
Groundwater Safety Control Technology For Urban Rail Transit Project Construction	1	0.001
Group Coriolis Mercator	1	0.001
Group For High Resolution Sea Surface Temperature Ghrsst	1	0.001
Group Of Dynamics Of The Lithosphere Gdl	1	0.001
Group Of Eight Ltd As Part Of The Group Of Eight Australia Germany Joint Research Cooperation Scheme	1	0.001
Group On Earth Observations Geo Blue Planet Initiative	1	0.001
Group Oversea Study Program Of Xinjiang China	1	0.001
Group Program Of State Key Laboratory Of Tropical Oceanography	1	0.001
Group Program Of State Key Laboratory Of Tropical Oceanography South China Sea Institute Of Oceanology Chinese Academy Of Sciences	1	0.001
Groupe D Etudes Sous Marines De L Atlantique Gesma Direction Generale De L Armement Dga	1	0.001
Groupe De Mission Mercator Coriolis Gmmc In The Context Of The Simed Project	1	0.001
Groupe De Recherche Gdr Marges Action Marges	1	0.001
Groupe De Recherches En Geodesie Spatiale Grgs	1	0.001
Groupe Lebel	1	0.001
Groupe Mission Mercator Coriolis Gmmc Through The Lefe Program Of The Institut National Des Sciences De L Univers Insu	1	0.001
Groupe Mission Mercator Coriolis Program	1	0.001
Groupement De Recherche Adequa	1	0.001
Groupement De Recherche Mosaique	1	0.001
Groupement De Recherche Mosaique Gdr 3353 Inee Cnrs	1	0.001
Groupement Luxembourgeois De L Aeronautique Et De L Espace Grant Glae Alpbach	1	0.001
Grove City College Swezey Fund	1	0.001
Grow Wellington	1	0.001
Growing Confidence In Forestry S Future Programme New Zealand Forest Growers Levy Trust	1	0.001
Grup De Geodinamica I Analisi De Conques	1	0.001
Grup De Recerca	1	0.001
Grupo De Ecologia Y Conservacion De Islas	1	0.001
Grupo Eleta	1	0.001
Grupo Fundacao Boticario De Protecao A Natureza	1	0.001
Grupos Gobierno Vasco	1	0.001
Gruppo Nazionale De Volcanologia	1	0.001
Gsa Graduate Search Grant	1	0.001
Gsa Quaternary Geology Geomorphology Division	1	0.001
Gsa Research Grant	1	0.001
Gsc	1	0.001
Gsc Geological Survey Of Canada	1	0.001
Gsc Geoscience For Ocean Management Gom Program	1	0.001
Gse Forest Monitoring	1	0.001
Gsfc	1	0.001
Gsfc Internal Research And Development Irad Program	1	0.001
Gsfc Internal Research And Development Program	1	0.001
Gsfc Irad	1	0.001
Gsfc Irad Program	1	0.001
Gsfc Sellers Exoplanet Environments Collaboration Seec	1	0.001
Gsfc Sellers Exoplanet Environments Collaboration Seec Nasa Planetary Science Division S Internal Scientist Funding Model	1	0.001
Gsi Er	1	0.001
Gsk Glaxosmithkline	1	0.001
Gsmrb Yemen	1	0.001
Gsr	1	0.001
Gsrt Project Indes Musa	1	0.001
Gssa	1	0.001
Gssepm	1	0.001
Gstem Summer Program At Nyu	1	0.001
Gta Phd Studentship	1	0.001
Gtz Bmz Green Rubber Project	1	0.001
Guadeloupe Region C3af Grant	1	0.001
Gualdino Da Silva	1	0.001
Guandong Research Fund	1	0.001
Guangdong Academy Of Science	1	0.001
Guangdong Academy Of Sciences To Build First Rate Research Institution Special Fund For Action Project	1	0.001
Guangdong Basic And Applied Basic Science Research Foundation	1	0.001
Guangdong Enterprise Key Laboratory For Urban Sensing Monitoring And Early Warning	1	0.001
Guangdong Foundation For Distinguished Young Scholars	1	0.001
Guangdong Higher Education Engineering Technology Research Center For Big Data On Manufacturing Knowledge Patent	1	0.001
Guangdong Hong Kong Joint Laboratory For Water Security	1	0.001
Guangdong Innovative And Entrepreneurial Research Team Program China	1	0.001
Guangdong Institute For International Strategic	1	0.001
Guangdong Key Laboratory Of Ocean Remote Sensing Open Research Program Based On Muti Source Analysis And Remote Sensing Retrieval To Study Sargassum Bloom Trend Prediction In The East China Sea And Yellow Sea	1	0.001
Guangdong Key R D Program Of 2021 Ocean Six Industrial Project	1	0.001
Guangdong Key Research Projects	1	0.001
Guangdong Marine Economy Promotion Projects Fund	1	0.001
Guangdong Marine Economy Promotion Projects Fund China	1	0.001
Guangdong Mepp Fund	1	0.001
Guangdong National Natural Science Foundation	1	0.001
Guangdong National Science Foundation Nsf	1	0.001
Guangdong Natural Science Foundation Research Team Program	1	0.001
Guangdong Natural Science Funds For Distinguished Yong Scholar	1	0.001
Guangdong Natural Science Funds For Distinguished Young Scholar	1	0.001
Guangdong Province	1	0.001
Guangdong Province Foundation	1	0.001
Guangdong Province Innovation Research Team Program	1	0.001
Guangdong Province Innovation Research Team Program Grant	1	0.001
Guangdong Province Introduced Innovative R D Team Of Geological Processes And Natural Disasters Around The South China Sea China	1	0.001
Guangdong Province Key Laboratory For Coastal Ocean Variation And Disaster Prediction Technologies Guangdong Ocean University	1	0.001
Guangdong Province Keyarearesearch Anddevelopment Project	1	0.001
Guangdong Province Public Welfare Research And Capacity Building Project	1	0.001
Guangdong Province Sicence Foundation	1	0.001
Guangdong Province Special Support Plan For Leading Talents	1	0.001
Guangdong Province Universities And Colleges Pearl River Scholar Funded Scheme	1	0.001
Guangdong Provincial Agricultural Science And Technology Innovation And Promotion Project In 2018	1	0.001
Guangdong Provincial College Innovation	1	0.001
Guangdong Provincial College Innovation Team Project	1	0.001
Guangdong Provincial Key Laboratory Of Computational Science And Material Design	1	0.001
Guangdong Provincial Key Laboratory Project	1	0.001
Guangdong Provincial Key Research	1	0.001
Guangdong Provincial Science And Technique Major Project	1	0.001
Guangdong Provincial Science And Technology Department Project	1	0.001
Guangdong Provincial Science And Technology Plan Project	1	0.001
Guangdong Provincial Science And Technology Program China	1	0.001
Guangdong Provincial Science And Technology Project	1	0.001
Guangdong Research Foundation	1	0.001
Guangdong Science And Technology Plan Program	1	0.001
Guangdong Science And Technology Research Plan	1	0.001
Guangdong Science And Technology Strategic Innovation Fund The Guangdong Hong Kong Macau Joint Laboratory Program	1	0.001
Guangdong Special Plan	1	0.001
Guangdong Special Support Key Group Program	1	0.001
Guangdong Top Young Talents Of Science And Technology	1	0.001
Guangxi Bagui Scholar Program	1	0.001
Guangxi Innovative Development	1	0.001
Guangxi Key Laboratory For Spatial Information And Geomatics Program	1	0.001
Guangxi Key Laboratory Of Beibu Gulf Marine Biodiversity Conservation	1	0.001
Guangxi Key Laboratory Of Earth Surface Processes And Intelligent Simulation	1	0.001
