Funding Agencies	Record Count	% of 8,505
German Research Foundation Spp1788 Dynamic Earth	1	0.012
German Space Situational Awareness Centre Gssac	1	0.012
Gf 7 Satellite Laser Altimeter Elevation Accuracy Authenticity Test Technique	1	0.012
Gfdl Visiting Faculty Program	1	0.012
Glaciobasis Nuuk Of The Greenland Ecosystem Monitoring Programme	1	0.012
Glaciodyn	1	0.012
Glaciological Seminar Innsbruck	1	0.012
Global And Remote Littoral Forcing In Global Ocean Models	1	0.012
Global Center Of Excellence Coe Program Evolution Of Research And Education On Integrated River Basin Management In Asian Region University Of Yamanashi	1	0.012
Global Center Of Excellence Program Global Education And Research Center For Earth And Planetary Dynamics	1	0.012
Global Change And Air Sea Interaction Of China	1	0.012
Global Change And Air Sea Interaction Program	1	0.012
Global Drifter Program National Oceanic And Atmospheric Administration Noaa	1	0.012
Global Ecosystem Dynamics Investigation Gedi Mission	1	0.012
Global Ocean Monitoring And Observing Programme National Oceanic And Atmospheric Administration Noaa Us Department Of Commerce	1	0.012
Global Variation And Interaction Of Sea And Atmosphere Program	1	0.012
Globcurrent Due Project	1	0.012
Globcurrent Project From Esa	1	0.012
Globec Nwa Program	1	0.012
Globwave Project	1	0.012
Glowasis	1	0.012
Gmao	1	0.012
Gmmc Mercator Coriolis Through Flotteurs Du Pacifique Sud Flops	1	0.012
Gmmc Mercator Vert	1	0.012
Gns Science	1	0.012
Gns Science Strategic Development Fund	1	0.012
Go Program Of The Netherlands Organization For Scientific Research Nwo	1	0.012
Goa	1	0.012
Goapp	1	0.012
Goapp Research Network	1	0.012
Gocino Network	1	0.012
Goddard Space Flight Center Strategic Support	1	0.012
Goias State Research Support Foundation Fapeg	1	0.012
Gops Programme Ird	1	0.012
Government Of Nizhegorodskaya Province	1	0.012
Government Of Nwt	1	0.012
Government Of Ontario	1	0.012
Government Of Singapore	1	0.012
Government Of The Balearic Islands Spain	1	0.012
Government Of The United States Of America Though The National Oceanic And Atmospheric Administration	1	0.012
Government Of Western Australia	1	0.012
Government Of Yemen	1	0.012
Government Sponsorship	1	0.012
Grace	1	0.012
Grace Follow On Science Team Grant	1	0.012
Grace Program	1	0.012
Grace Science Team Program	1	0.012
Graduate School Of Environmental Science Hokkaido University Sapporo Japan	1	0.012
Graduate Science And Technology Foundation Of Sdust China	1	0.012
Graduate Student Researchers Program	1	0.012
Grant For Joint Research Program Of The Institute Of Low Temperature Science Hokkaido University	1	0.012
Grant For Recruitment Of Early Stage Research Staff Fi Dgr 2015 Of The Agaur Generalitat De Catalunya Feder Spain	1	0.012
Grant Ogreen79 As Part Of The Special Priority Program Spp 1889 Regional Sea Level Change And Society Sealevel	1	0.012
Grantham Institute For Climate Change Imperial College London	1	0.012
Grants Of China S Hy 2 Satellite Altimeter Mission	1	0.012
Gravity And Ocean Circulation In The North Atlantic Gocina	1	0.012
Great East Japan Earthquake Reconstruction Project Agriculture Forestry And Fisheries Research Council Affrc Japan	1	0.012
Greek Argo Project National Strategic Reference Framework Nsrf	1	0.012
Greek Secretariat For Research And Technology In The Frame Of The 3Rd Community Support Program	1	0.012
Green Network Of Excellence Grene Program Arctic Climate Change Research Project	1	0.012
Greenland Climate Research Centre Gcrc In Nuuk Gcrc Project	1	0.012
Grip Fund Of The Canadian Space Agency	1	0.012
Grip Program Of The Canadian Space Agency	1	0.012
Grip Programme Of The Canadian Space Agency	1	0.012
Groupe De Mission Mercator Coriolis Gmmc	1	0.012
Groupe Mission Mercator Coriolis	1	0.012
Gsa Northeastern Section Stephen G Pollock Undergraduate Student Research Grant	1	0.012
Guangdong Basic And Applied Basic Research Foundation	1	0.012
Guangdong Basic And Applied Basic Research Fund	1	0.012
Guangdong Province First Class Discipline Plan	1	0.012
Guangdong Province Introduced Innovative R D Team Of Geological Processes And Natural Disasters Around The South China Sea China	1	0.012
Guangzhou City Project For The Pearl River New Star In Science And Technology	1	0.012
Gulf Integrated Spill Research Consortium	1	0.012
Gulf Of Mexico Coastal Ocean Observing System	1	0.012
Gulf Of Mexico Research Initiative As Part Of The Consortium For Advanced Research On Transport Of Hydrocarbon In The Environment	1	0.012
Gulf Of Mexico Research Initiative Through The Consortium For Advanced Research On Transport Of Hydrocarbon In The Environment Carthe	1	0.012
Gulf Research Program Of The National Academies Of Sciences Engineering And Medicine Nasem Ugos 1	1	0.012
Guts Project	1	0.012
H2020 Grant	1	0.012
Hakubi Center For Advanced Research At Kyoto University	1	0.012
Hammel Faculty Fellow Award	1	0.012
Hanse Wissenschaftskolleg Sabbatical Fellowship	1	0.012
Hanwha Thales Korea	1	0.012
Harbor And Marine Technology Center	1	0.012
Hawaii National Marine Renewable Energy Center	1	0.012
Hced	1	0.012
Hea Prtli	1	0.012
Headquarters Of University Advancement At The National Cheng Kung University	1	0.012
Headquarters Of University Advancement Of The National Cheng Kung University	1	0.012
Hellenic Program Of Public Investments	1	0.012
Helmholtz Alliance Project Remote Sensing And Earth System Dynamics	1	0.012
Helmholtz Alliance Remote Sensing And Earth System Dynamics	1	0.012
Helmholtz Association Advantage	1	0.012
Helmholtz Association Of German Research Centres Initiative Networking Fund	1	0.012
Helmholtz Association Through The Research Alliance Planetary Evolution And Life	1	0.012
Helmholtz Centre Potsdam Geo Forschungszentrum Germany	1	0.012
Helmholtz Climate Initiative Reklim	1	0.012
Helmoltz Association	1	0.012
Hercules Foundation	1	0.012
Herman Sokol Faculty Award	1	0.012
Hiestand Scholars Program	1	0.012
High Meadows Foundation	1	0.012
High Performance Computing Cluster Hpcc Of The State Key Lab Of Satellite Ocean Environment Dynamics Soed	1	0.012
High Performance Computing Division In The South China Sea Institute Of Oceanology	1	0.012
High Performance Computing Systems	1	0.012
High Tech R D Program	1	0.012
Higher Education Authority	1	0.012
Higher Education Excellence Program Of The Ministry Of Human Capacities Hungary	1	0.012
Higher Institution Centre Of Excellence Hicoe Grant Under The Institute Of Ocean And Earth Sciences Ioes	1	0.012
Hir Mohe University Of Malaya	1	0.012
Hokkaido University	1	0.012
Hong Kong Polytechnic University	1	0.012
Hong Kong Research Grants Council Rgc Competitive Earmarked Research Grants	1	0.012
Hong Kong Research Grants Council Under The Theme Based Research Scheme Trs	1	0.012
Hong Kong Special Administrative Region China	1	0.012
Horizon 2020 Eosc Synergy	1	0.012
Horizon Marine Inc	1	0.012
Horizon2020 Erasmus Project Cupagis	1	0.012
Houghton Fund	1	0.012
Hpc System At The Texas Am University	1	0.012
Hpccenter Azizi Supercomputer King Abdulaziz University Saudi Arabia	1	0.012
Huaian Key Laboratory Of Geographic Information Technology And Applications	1	0.012
Hubbs Seaworld Research Institute	1	0.012
Hubei Province Natural Science Fund For Distinguished Young Scholars	1	0.012
Hubei Province Science Fund For Distinguished Young Scholars	1	0.012
Hubei Provincial Natural Science Foundation For Innovation Groups	1	0.012
Human Resources Development Of The Korea Institute Of Energy Technology Evaluation And Planning Ketep Ministry Of Trade Industry And Energy Republic Of Korea	1	0.012
Human Resources Program Prh 27 Furg	1	0.012
Hungarian National Research Fundgrantotka	1	0.012
Hyarc Collaborative Research Program Nagoya University	1	0.012
Hybrid Coordinate Ocean Model Hycom	1	0.012
Hycom Consortium	1	0.012
Hycom Nopp	1	0.012
Hydraulic Engineering Science And Technology Project Of Hunan Province China	1	0.012
Hydrocoastal Coastal Ocean And Inland Water Altimetry Project	1	0.012
Hydrospheric Atmospheric Research Center Nagoya University	1	0.012
Hzg	1	0.012
I Core Program Of The Planning And Budgeting Committee	1	0.012
I3 Grant	1	0.012
I3pi Program Of The Presidium Of The Russian Academy Of Sciences	1	0.012
Iag	1	0.012
Iarc International Arctic Research Center Jaxa Information System Ijis	1	0.012
Ias	1	0.012
Ice2sea Project By The European Commission S 7Th Framework Programme	1	0.012
Ice2sea Project European Commission	1	0.012
Icelandic Meteorological Office	1	0.012
Icelandic Research Fund	1	0.012
Icelandic Road Administration	1	0.012
Icesat 2 Early Adopter Program	1	0.012
Icesat 2 Project Office At The Goddard Space Flight Center	1	0.012
Icm Ccm	1	0.012
Icrag Sfi Research Centre	1	0.012
Ictp Africa Under Italian Mae	1	0.012
Idex Transversalite Inhera	1	0.012
Idex Tranversalite Inhera	1	0.012
Ieec Ph D Fellowship	1	0.012
Ifcpar Indo French Centre For Promotion Of Advanced Research New Delhi	1	0.012
Igcp Project	1	0.012
Igg Internal Project	1	0.012
Iit B	1	0.012
Iit Kharagpur	1	0.012
Il Ichev Pacific Oceanology Institute Far Eastern Branch Russian Academy Of Sciences	1	0.012
Imos Satellite Remote Sensing Surface Waves Subfacility	1	0.012
Imperial Oil Canada	1	0.012
Important Science Technology Specific Projects Of Qinghai Province	1	0.012
Incois India	1	0.012
Incois Ministry Of Earth Sciences Govt Of India	1	0.012
Incois Ministry Of Earth Sciences Hyderabad	1	0.012
Incois Moes India	1	0.012
Independent Research Project Program Of State Key Laboratory Of Tropical Oceanography	1	0.012
Independent Scientific Research Program For Cross Disciplinary Of Wuhan University	1	0.012
Indeso Project	1	0.012
Indian Institute Of Technology Bombay	1	0.012
Indian Institute Of Technology Iit Kharagpur India	1	0.012
Indian Ministry Of Earth Sciences Monsoon Mission	1	0.012
Indian National Center For Ocean Information Services Incois Ministry Of Earth Sciences	1	0.012
Indian National Centre For Ocean Information Services Incois	1	0.012
Indian National Centre For Ocean Information Services Incois Hyderabad Ministry Of Earth Sciences Moes	1	0.012
Indian Space Research Organization Isro India	1	0.012
Indian Space Research Organization Through The Saral Altika Utilization Project	1	0.012
Indo German Bilateral Cooperation In Science And Technology Bmbf Dlr	1	0.012
Indonesian Agency For Meteorological Climatological And Geophysical	1	0.012
Industry Partner Rps Metocean	1	0.012
Industry Research Of China Earthquake Administration	1	0.012
Inee Institut National De L Environnement Et De L Ecologie	1	0.012
Inee Institut National De L Environnement Et De L Ecologie Ph D Scholarship	1	0.012
Informatization Construction Of Knowledge Innovation Projects Of The Chinese Academy Of Sciences Supercomputing Environment Construction And Application	1	0.012
Inge Lehmann Legat	1	0.012
Inge Lehmanns Legat	1	0.012
Inha University Research Grant	1	0.012
Initiative And Networking Fund Of The Helmholtz Association In The Framework Of The Helmholtz Alliance Remote Sensing And Earth System Dynamics Eda	1	0.012
Innovation And Entrepreneurship Project Of Qingdao	1	0.012
Innovation Fund Denmark Chinawatersense Project	1	0.012
Innovation Fund Denmark Via Project Smart Uav	1	0.012
Innovation Group Program Of State Key Laboratory Of Tropical Oceanography South China Sea Institute Of Oceanology Chinese Academy Of Sciences	1	0.012
Innovation Key Program Of The Chinese Academy Of Sciences	1	0.012
Innovation Projects Of The State Key Laboratory Of Resources And Environmental Information System	1	0.012
Innovation Research And Entrepreneurship Team In Jiangsu Province	1	0.012
Innovation Research Team Of Henan Polytechnic University	1	0.012
Innovation Team Project Of Estuarine And Coastal Protection And Management	1	0.012
Innovative Economy Programme	1	0.012
Innovative Youth Talents Program	1	0.012
Inocar	1	0.012
Inra Inria Aap	1	0.012
Insea Eu	1	0.012
Institut Des Sciences De L Univers Insu	1	0.012
Institut Mines Telecom	1	0.012
Institut National Des Sciences De L Univers Insu	1	0.012
Institut National Des Sciences De L Univers Insu France	1	0.012
Institut Paul Emile Victor National Research Program	1	0.012
Institut Polaire Francais Paul Emile Victor Ipev	1	0.012
Institut Simon Et Pierre Laplace Labex Lipsl	1	0.012
Institute Civil Military Technology Cooperation Republic Of Korea	1	0.012
Institute De Ingenieria Unam	1	0.012
Institute For Earth Sciences And Astronomy Of The National Center For Scientific Research Cnrs Insu	1	0.012
Institute For Geoscience Research Tiger	1	0.012
Institute For International Education Iie	1	0.012
Institute For Marine And Antarctic Studies	1	0.012
Institute Francais De Recherche Pour L Exploitation De La Mer Ifremer	1	0.012
Institute Of Coastal Research Helmholtz Zentrum Geesthacht	1	0.012
Institute Of Earth Sciences University Of Iceland	1	0.012
Institute Of Geodesy And Cartography Warsaw Poland	1	0.012
Institute Of Geodesy And Geophysics Igg Of The Chinese Academy Of Sciences	1	0.012
Institute Of Oceanic Research And Development Tokai University Japan	1	0.012
Institute Of Oceanology Of The Polish Academy Of Sciences Io Pan	1	0.012
Institute Of Remote Sensing And Digital Earth Chinese Academy Of Sciences Cas	1	0.012
Institute Of Statistics And Cartography Of Andalusia Rap Network	1	0.012
Institute Of Water Modeling Bangladesh	1	0.012
Institute Of Water Modeling Iwm In Bangladesh	1	0.012
Institutional Financing Of The Estonian Ministry Of Education And Research	1	0.012
Instituto De Salud Carlos Iii	1	0.012
Instituto Milenio De Oceanografia Imo	1	0.012
Instituto Milenio De Oceanografia Imo Chile	1	0.012
Instituto Milenio De Oceanografia Imo Chile Iniciativa Cientifica Milenio Icm Chile	1	0.012
Instituto Milenio De Oceanografia Pacific Boundary Ecosystems And Ecosystem Study Nsf Globec	1	0.012
Instituto Nacional De Investigacion Y Desarrollo Pesquero Inidep	1	0.012
Insu Lefe	1	0.012
Insu Lefe Idao Project Solwara	1	0.012
Insu Mistrals	1	0.012
Insu Patom	1	0.012
Insu Relief	1	0.012
Insu Syster	1	0.012
Integrated Coastal And Marine Area Management Project By Icmam Ministry Of Earth Sciences Chennai	1	0.012
Integrated Marine Observing System	1	0.012
Integrated Marine Observing System Imos Imos Is A National Collaborative Research Infrastructure	1	0.012
Integrated Marine Observing System Imos National Collaborative Research Infrastructure Scheme Of The Australian Government	1	0.012
Integrated Natural Resource Management Inrm Scholarship From The University Of Queensland Uq	1	0.012
Integrated Project Of State Key Laboratory Of Tropical Oceanography Lto	1	0.012
Integratedmarine Observing System Imos	1	0.012
Inter American Institute For Global Change Research	1	0.012
Inter American Institute For Global Change Research Grant	1	0.012
Inter American Institute For Global Change Research Grant Us National Science Foundation	1	0.012
Inter American Institute For Global Change Research Iai U S National Science Foundation	1	0.012
Inter American Institute For Global Change Research National Science Foundation	1	0.012
Inter American Institute For Global Change Research Through Nsf	1	0.012
Interactions Of Low Orbiting Satellites With The Surrounding Ionosphere And Thermosphere	1	0.012
Interagency Nasa Climate And Biological Response Program	1	0.012
Interamerican Institute For Global Change Research 1A1	1	0.012
Interamerican Institute For Global Change Research Through Nsf Grant	1	0.012
Interdepartmental Thematic Action Humboldt Current System	1	0.012
Interdisciplinary Collaborative Research Program Of Atmosphere And Ocean Research Institute The University Of Tokyo	1	0.012
Interdisciplinary Collaborative Research Program Of The Atmosphere And Ocean Research Institute The University Of Tokyo	1	0.012
Interdisciplinary Research Funds Of Beijing Normal University	1	0.012
Intergovernmental Oceanographic Commission Of Unesco International Oceanographic Data And Information Exchange Ioc Iode Iquod Steering Group	1	0.012
Intergovernmental Panel On Climate Change Ipcc Research Grant	1	0.012
Intergovernmental Wildland Fire Leadership Council Of The United States	1	0.012
Internal Brgm Grant	1	0.012
Internal Research And Technology Development Program Earth 2050	1	0.012
Internal Research Plan Of The University Of Cadiz	1	0.012
Internal University Of Bristol Pgr Scholarship Of Iag	1	0.012
International Association Of Geodesy Iag	1	0.012
International Centre For Education Marine And Atmospheric Sciences Over Africa	1	0.012
International Centre For Tropical Agriculture Ciat	1	0.012
International Commission On Polar Meteorology Icpm	1	0.012
International Cooperation And Performance Funds By Soa	1	0.012
International Doris Service Ids	1	0.012
International Exchange Program For Graduate Students Tongji University	1	0.012
International Graduate School Of Science And Engineering Igsse	1	0.012
International Graduate School Of Science And Engineering Igsse Of The Technische Universitat Munchen Germany	1	0.012
International Laser Ranging Service Ilrs	1	0.012
International Network Program Of The Ministry Of Higher Education And Science Denmark	1	0.012
International Pacific Research Center	1	0.012
International Pacific Research Center Iprc	1	0.012
International Partnership Program Of The Chinese Academy Of Sciences	1	0.012
International Polar Year Project Glaciodyn	1	0.012
International Postgraduate Research Scholarship Iprs Of The University Of Newcastle	1	0.012
International S T Cooperation Program Of The Ministry Of Science And Technology Of China	1	0.012
International Sci Tech Cooperation Program Of China	1	0.012
International Science And Technology Cooperation Projects Of Shanghai	1	0.012
International Scientific Technological Cooperation Project Of Department Of Education Of Guangdong Province China	1	0.012
International Tuition Fee Scholarship From The University Of Newcastle Australia	1	0.012
International Union On Geodesy And Geophysics Iugg	1	0.012
International Wave Dynamics Research Center Of National Cheng Kung University	1	0.012
Interreg Atlantic Area Project Mycoast	1	0.012
Interreg Ivb North Sea Region Programme Project Bringing Land And Sea Together Blast	1	0.012
Interregiv Feder Fundo Europeu De Desenvolvimento Regional Through The Poctep Regional Initiative	1	0.012
Intramural Nasa	1	0.012
Ioos Office Us Navy	1	0.012
Iowa Flood Center	1	0.012
Ipev Institut Paul Emile Victor	1	0.012
Iprc Soest	1	0.012
Ipsl Institute Pierre Simon Laplace	1	0.012
Ipy Canada	1	0.012
Ipy Glaciodyn	1	0.012
Ipy International Polar Year Project	1	0.012
Ipy Kinnvika Team	1	0.012
Iranian National Institute For Oceanography And Atmospheric Sciences Inioas	1	0.012
Ircset Within The Topo Europe Eurocores	1	0.012
Ird Dsf France	1	0.012
Ird Institut De Recherche Pour Le Developpement France	1	0.012
Ird Institut De Recherche Pour Le Developpement Institution	1	0.012
Ird Jeai Relifome Institut De Recherche Pour Le Developpement Jeune Equipe Associee A L Ird	1	0.012
Ird Legos France	1	0.012
Ird Project Hidrodinamica Fluvial	1	0.012
Ird Through Geoazur	1	0.012
Ird Through R V Alis Cruises	1	0.012
Ird Through The International Centre For Education	1	0.012
Irhob	1	0.012
Irish Department Of Communications Energy And Natural Resources Under National Geoscience Programme	1	0.012
Irish Higher Education	1	0.012
Irstea French Research Institute Of Science And Technology For Environment And Agriculture	1	0.012
Irstea Grenoble As Part Of Labex Osug 2020	1	0.012
Irstea National Research Institute Of Science And Technology For Environment And Agriculture	1	0.012
Ismer	1	0.012
Israeli Ministry Of Science And Technology Most	1	0.012
Isro Dst Moes Govt Of India	1	0.012
Isro Govt Of India	1	0.012
Istanbul Technical University	1	0.012
Istituto Nazionale Di Geofisica E Vulcanologia Departmental Project Macmap	1	0.012
Italian Flagship Project Ritmare	1	0.012
Italian Ministry For Research Through Enea	1	0.012
Italian Ministry For The Environment Land And Sea Under The Gemina Project	1	0.012
Italian Ministry Of Environment Land And Sea Under Gemina	1	0.012
Italian Ministry Of Environment Land And Sea Under The Gemina Project	1	0.012
Italian Ministry Of Environment Mattm Division Iii Sea Defence	1	0.012
Italian Ministry Of The Environment Land And Sea Mattm Through The Project Gest River Gestione Ecosostenibile Dei Territori A Rischio Inondazione E Valorizzazione Economica Delle Risorse	1	0.012
Italian Ministry Of The Environment Land And Sea Mattm Through The Project Simpro Simulazione Idrologico Idraulico Economica Di Progetto Per La Mitigazione Del Rischio Idraulico	1	0.012
Italian National Program For Antarctic Research Pnra	1	0.012
Italian National Programme For Antarctic Research Pnra	1	0.012
Italian Presidenza Del Consiglio Dei Ministri Dipartimento Della Protezione Civile Dpc	1	0.012
Italian Presidenza Del Consiglio Del Ministri Dipartimento Della Protezione Civile Dpc	1	0.012
Italian Project Ritmare La Ricerca Italiana Per Il Mare Miur Progetto Bandiera	1	0.012
Italian Space Agency Through The Ao Project	1	0.012
Italian Space Agency Under Asi Inaf	1	0.012
Itop Team	1	0.012
Iut	1	0.012
Iwrm Centre At The University Of Zambia And Mwiza Muzumara	1	0.012
J Lamarworzel Assistant Scientist Fund	1	0.012
Jackson School Of Geosciences Development	1	0.012
Jackson School Of Geosciences Univ Of Texas At Austin	1	0.012
Jackson School Of Geosciences Ut Austin	1	0.012
Jae Doc Programme From Spanish Csic	1	0.012
James Martin 21St Century School University Of Oxford	1	0.012
Japan Aerospace Exploration Agency Jaxa	1	0.012
Japan Agency For Marine Earth Science And Technology	1	0.012
Japan Agency For Marine Earth Science And Technology Japan	1	0.012
Japan Agency For Ocean And Earth Science And Technology Jamstec	1	0.012
Japan Marine Science And Technology Center Jamstec	1	0.012
Japan Oceanographic Data Center Of Japan Meteorological Agency	1	0.012
Japan Science And Technology Agency Jst Belmont Forum	1	0.012
Japan Science Society	1	0.012
Japan Society For The Promotion Of Science Kaken Grant	1	0.012
Japanese Fisheries Agency	1	0.012
Japanese Science And Technology Corporation	1	0.012
Jason 1 And Ostm Jason 2	1	0.012
Jason 1 Project At Jpl	1	0.012
Jaxa	1	0.012
Jaxa Jaxa Satellite Project Research Non Funded	1	0.012
Jcomm Cowclip Coordinated Ocean Wave Climate Projections Project	1	0.012
Jeai Relifome	1	0.012
Jerico Fp7 Project	1	0.012
Jerico Next Eu H2020 Infraia 2014	1	0.012
Jerico Next Project European Union Horizon 2020 Research And Innovation Program	1	0.012
Jerico Next Project European Union S Horizon 2020 Research And Innovation Program	1	0.012
Jerico Next Project European Union S Horizon 2020 Research And Innovation Programme	1	0.012
Jerico Project	1	0.012
Jerico S3 Project European Union S Horizon 2020 Research And Innovation Program	1	0.012
Jerome M Paros Endowed Chair In Sensor Networks	1	0.012
Jet Propulsion Laboratory	1	0.012
Jet Propulsion Laboratory California Institute Of Technology Pasadena California With Nasa	1	0.012
Jet Propulsion Laboratory S Research	1	0.012
Jiangsu Dual Creative Talents And Teams Programme Projects	1	0.012
Jiangsu Dual Creative Teams Program Project Awarded In 2017	1	0.012
Jiangsu Innovation And Entrepreneurship Program	1	0.012
Jiangsu Key Laboratory Of Coast Ocean Resources Development And Environment Security Hohai University	1	0.012
Jiangsu Key Laboratory Of Meteorological Observation And Information Processing	1	0.012
Jiangsu Planned Projects For Postdoctoral Research Funds	1	0.012
Jiangsu Province	1	0.012
Jiangsu Province Geo Information Science Project	1	0.012
Jiangsu Province Qing Lan Project	1	0.012
Jiangsu Province Science Foundation For Youths	1	0.012
Jiangsu Provincial Sixtalent Peaks	1	0.012
Jiangxi Normal University	1	0.012
Jiangxi Province Key Lab For Digital Land East China Institute Of Technology	1	0.012
Jifresse Ucla	1	0.012
Jimar	1	0.012
Jimo At The Scripps Institution Of Oceanography Sio	1	0.012
Jisao	1	0.012
John D And Catherine T Macarthur Foundation	1	0.012
John E And Anne W Sawyer Endowed Fund In Special Support Of Scientific Staff	1	0.012
John Miles Fellowship	1	0.012
John Von Neumann Institute For Computing	1	0.012
Joint Advanced Marine And Ecological Studies	1	0.012
Joint Center For Global Change Studies Beijing China	1	0.012
Joint Cnes Cls Phd Grant	1	0.012
Joint European Research Infrastructure Network For Coastal Observatories Jerico Trans National Access Tna Third Call	1	0.012
Joint European Research Infrastructure Network For Coastal Observatories Jerico Trans National Access Tna Through The Socib External Access Programme	1	0.012
Joint Innovative Center For Safe And Effective Mining Technology And Equipment Of Coal Resources	1	0.012
Joint Innovative Center For Safe And Effective Mining Technology And Equipment Of Coal Resources Shandong Province	1	0.012
Joint Institute For The Study Of The Atmosphere And Ocean Jisao Under Noaa	1	0.012
Joint International Laboratory Takuvik Ulaval Cnrs The Canada Excellence Research Chair In Remote Sensing Of Canada S New Arctic Frontier	1	0.012
Joint Japan World Bank Graduate Scholarship Program Jj Wbgsp At Unesco Ihe Institute For Water Education Delft The Netherlands	1	0.012
Joint Phd Training Program Of The University Of Chinese Academy Of Sciences	1	0.012
Joint Uk Decc Defra Met Office Hadley Centre Climate Programme	1	0.012
Joseph Gleberman	1	0.012
Jpi Climate	1	0.012
Jpl Advanced Concept Program	1	0.012
Jpl As Part Of The Nasa Ocean Surface Topography Mission	1	0.012
Jpl Fund On R A Hydrology Weather From The Soil Moisture Active Passive Smap Project	1	0.012
Jpl Innovative And Spontaneous Concept Program	1	0.012
Jpl Innovative Spontaneous Concept Rtd Program	1	0.012
Jpl Internal Research And Technology Development Program	1	0.012
Jpl Nasa Ocean Surface Topography Mission	1	0.012
Jpl Research Technology Amp Development Program	1	0.012
Jpl Rtd Program	1	0.012
Jpl Supercomputing And Visualization Facility Svf	1	0.012
Jsps Kakenhi Ministry Of Education Culture Sports Science And Technology Japan Mext	1	0.012
Jsps Postdoctoral Fellowships For Research In Japan	1	0.012
Jst J Rapid Grant	1	0.012
Juan De La Cierva Postdoctoral Research Fellowship From The Spanish Ministerio De Ciencia E Innovacion	1	0.012
Juan De La Cierva Program Of Micinn	1	0.012
Juan De La Cierva Program Of Spanish Ministry Of Economy And Competitiveness	1	0.012
Junior Research Fellowship Jrf India Under The University Grant Commission Ugc India	1	0.012
K C Wong Education Foundation Hong Kong	1	0.012
Kansas State University	1	0.012
Kansas State University Open Access Publishing Fund	1	0.012
Kau Jeddah Saudi Arabia	1	0.012
Keck Institute For Space Studies W M Keck Foundation Through The Project Science Driven Autonomous And Heterogeneous Robotic Networks A Vision For Future Ocean Observations	1	0.012
Key Deployment Project Of Cas Centre For Ocean Mega Science	1	0.012
Key Deployment Project Of Centre For Ocean Mega Research Of Science	1	0.012
Key Disciplines Construction Project Of Shanghai Municipal	1	0.012
Key Foundation Of The Institute Of Seismology	1	0.012
Key Laboratory For Mountain Hazards And Earth Surface Process Institute Of Mountain Hazards And Environment Chinese Academy Of Sciences	1	0.012
Key Laboratory Of Advanced Engineering Surveying Of Nasmg China	1	0.012
Key Laboratory Of Coastal Disaster And Defence Hohai University Ministry Of Education	1	0.012
Key Laboratory Of Dynamic Geodesy Of Cas China	1	0.012
Key Laboratory Of Geo Informatics Of State Bureau Of Surveying And Mapping	1	0.012
Key Laboratory Of Geo Informatics Of State Bureau Of Surveying And Mapping Fund	1	0.012
Key Laboratory Of Geoinformatics Of The State Bureau Of Surveying And Mapping Fund	1	0.012
Key Laboratory Of Geospace Environment And Geodesy Ministry Education Wuhan University	1	0.012
Key Laboratory Of Geospace Environment And Geodesy Ministry Of Education	1	0.012
Key Laboratory Of Geospace Environment University Of Science Technology Of China	1	0.012
Key Laboratory Of Mapping Earth From Space Of Sbsm China	1	0.012
Key Laboratory Of Mapping From Space Of Sbsm China	1	0.012
Key Laboratory Of Marine Ecosystem And Biogeochemistry Soa	1	0.012
Key Laboratory Of Marine Environmental Survey Technology And Application Ministry Of Natural Resource	1	0.012
Key Laboratory Of Ministry Of Education For Coastal Disaster And Protection Hohai University	1	0.012
Key Laboratory Of Ocean Circulation And Waves Of The Chinese Academy Of Sciences	1	0.012
Key Laboratory Of Precision Navigation And Technology National Time Service Center	1	0.012
Key Laboratory Of Research On Marine Hazards Forecasting	1	0.012
Key Laboratory Of Space Utilization Chinese Academy Of Sciences	1	0.012
Key Laboratory Of Spatial Data Mining Information Sharing Of Ministry Of Education Fuzhou University	1	0.012
Key Laboratory Of Surveying And Mapping Technology On Island	1	0.012
Key Laboratory Of Surveying And Mapping Technology On Island And Reef Nasg	1	0.012
Key Laboratory Of Surveying And Mapping Technology On Island And Reef Of Nasmg China	1	0.012
Key Laboratory Of Surveying And Mapping Technology On Islands And Reefs State Bureau Of Surveying And Mapping China	1	0.012
Key Laboratory Of Tibetan Environmental Changes And Land Surface Processes In Chinese Academy Of Sciences	1	0.012
Key Laboratory Of Water Sediment Sciences And Water Disaster Prevention Of Hunan Province China	1	0.012
Key Project Of Center For Ocean Mega Science Chinese Academy Of Sciences	1	0.012
Key Project Of Collaborative Innovation Centre For 21St Century Mari Time Silk Road Program Gdufs	1	0.012
Key Project Of Natural Science Research Of The Anhui Education Department	1	0.012
Key R D Plan Of The Ministry Of Science And Technology	1	0.012
Key R D Program Of Liaoning Province	1	0.012
Key R D Program Of Shandong	1	0.012
Key R D Program Of Shandong Province China	1	0.012
Key R D Program Of The Ministry Of Science And Technology China	1	0.012
Key R D Project Of Shandong Province	1	0.012
Key Ramp D Program Of Shandong Province	1	0.012
Key Research And Development Program Of Jiangsu Province	1	0.012
Key Research And Development Program Of Yunnan Province In China	1	0.012
Key Research Program Of Frontier Sciences Cas Global Change And Air Sea Interaction	1	0.012
Key Research Program Of Frontier Sciences Of Cas	1	0.012
Key Research Program Of Frontier Sciences Of The Chinese Academy Of Sciences	1	0.012
Key Research Programme Of The Chinese Academy Of Sciences	1	0.012
Key Scientific Research Projects Of Higher Education Of Henan Province	1	0.012
Key Special Program On The Science And Technology Of Zhejiang Province	1	0.012
